surah,ayah,latin_iast,latin_ascii
11,103,esava ghaṭanāẏa sei vyaktidera janya var̤a upadeśa raẏeche yārā parakālera śāstike bhaẏa kare; oṭā emana ekaṭi dina have yedina samasta mānuṣake samaveta karā have evaṃ oṭā hala sakalera upasthitira dina.,esava ghatanaya sei vyaktidera janya vara upadesa rayeche yara parakalera sastike bhaya kare; ota emana ekati dina have yedina samasta manusake samaveta kara have evam ota hala sakalera upasthitira dina.
11,104,āra āmi oṭā śudhu sāmānya kālera janya sthagita rekhechi.,ara ami ota sudhu samanya kalera janya sthagita rekhechi.
11,105,yakhana sei dina āsave takhana kona vyakti āmāra anumati chār̤ā kathāo valate pāravenā. ataḥpara tādera madhye kataka durbhāgā have evaṃ kataka have bhāgyavāna.,yakhana sei dina asave takhana kona vyakti amara anumati chara kathao valate paravena. atahpara tadera madhye kataka durbhaga have evam kataka have bhagyavana.
11,106,"ataeva yārā durbhāgā have tārāto jāhānnāme erūpa avasthāẏa thākave ye, tāte tādera cītkāra o ārtanāda hate thākave.","ataeva yara durbhaga have tarato jahanname erupa avasthaya thakave ye, tate tadera citkara o artanada hate thakave."
11,107,"tārā anantakāla sekhāne thākave, ye paryanta āsamāna o yamīna sthāẏī thāke. tave yadi āllāhara icchā haẏa tāhale bhinna kathā; niścaẏai tomāra rāvva yā kichu cāna tā tini pūrṇarūpe samādhā karate pārena.","tara anantakala sekhane thakave, ye paryanta asamana o yamina sthayi thake. tave yadi allahara iccha haya tahale bhinna katha; niscayai tomara ravva ya kichu cana ta tini purnarupe samadha karate parena."
11,108,"pakṣāntare yārā haẏeche bhāgyavāna, vastutaḥ tārā thākave jānnāte (evaṃ) tāte tārā ananta kāla thākave, ye paryanta āsamāna o yamīna sthāẏī thāke, kintu yadi āllāhara icchā haẏa tāhale bhinna kathā; oṭā aphuranta dāna have.","paksantare yara hayeche bhagyavana, vastutah tara thakave jannate (evam) tate tara ananta kala thakave, ye paryanta asamana o yamina sthayi thake, kintu yadi allahara iccha haya tahale bhinna katha; ota aphuranta dana have."
11,109,"sutarāṃ erā yāra upāsanā kare ora samvandhe tumi etaṭukuo saṃśaẏa vodha karanā; tārāo ṭhika sei rūpei ivādāta karache ye rūpe tādera pūrva-puruṣarā ivādāta karata. evaṃ niścaẏai āmi tāderake tādera (śāstira) aṃśa pūrṇabhāve diẏe diva, ekaṭuo kama nā kare.","sutaram era yara upasana kare ora samvandhe tumi etatukuo samsaya vodha karana; tarao thika sei rupei ivadata karache ye rupe tadera purva-purusara ivadata karata. evam niscayai ami taderake tadera (sastira) amsa purnabhave diye diva, ekatuo kama na kare."
11,110,"āra āmi mūsāke kitāva diẏechilāma, ataḥpara ote matabheda karā hala. āra yadi ekaṭi ukti tomāra ravera pakṣa hate pūrvei sthirīkṛta haẏe nā thākata tāhale odera cur̤ānta mīmāṃsā haẏe yeta. evaṃ ei lokerā era samvandhe emana sandehe (patita) āche yā tāderake dvidhā dvandve phele rekheche.","ara ami musake kitava diyechilama, atahpara ote matabheda kara hala. ara yadi ekati ukti tomara ravera paksa hate purvei sthirikrta haye na thakata tahale odera curanta mimamsa haye yeta. evam ei lokera era samvandhe emana sandehe (patita) ache ya taderake dvidha dvandve phele rekheche."
11,111,"āra niścita ei ye, tomāra rāvva tāderake tādera karmera pūrṇa aṃśa pradāna karavena; niścaẏai tini tādera kāryakalāpera pūrṇa khavara rākhena.","ara niscita ei ye, tomara ravva taderake tadera karmera purna amsa pradana karavena; niscayai tini tadera karyakalapera purna khavara rakhena."
11,112,"ataeva tumi yebhāve ādiṣṭa haẏecha, dṛr̤ha thāka evaṃ sei lokerāo yārā kupharī hate tāovāha kare tomāra sāthe raẏeche, āra (dharmera) ganḍi hate ekaṭuo vera haẏonā; niścaẏai tini tomādera kāryakalāpa samyakabhāve pratyakṣa karena.","ataeva tumi yebhave adista hayecha, drrha thaka evam sei lokerao yara kuphari hate taovaha kare tomara sathe rayeche, ara (dharmera) gandi hate ekatuo vera hayona; niscayai tini tomadera karyakalapa samyakabhave pratyaksa karena."
11,113,"āra yālimadera prati jhuke par̤anā, anyathāẏa tomāderake jāhānnāmera āguna sparśa karave, āra āllāha chār̤ā tomarā kona sāhāyyakārī pāvenā, ataḥpara tomāderake kona sāhāyyao karā havenā.","ara yalimadera prati jhuke parana, anyathaya tomaderake jahannamera aguna sparsa karave, ara allaha chara tomara kona sahayyakari pavena, atahpara tomaderake kona sahayyao kara havena."
11,114,"evaṃ sālātera pāvandī hao dinera du’ prānte o rātera kichu aṃśe; niḥsandehe sat kāryasamūha asat kāryasamūhake miṭiẏe deẏa; eṭā hacche ekaṭi (vyāpaka) nāsīhāta, nāsīhāta mānyakārīdera janya.","evam salatera pavandi hao dinera du’ prante o ratera kichu amse; nihsandehe sat karyasamuha asat karyasamuhake mitiye deya; eta hacche ekati (vyapaka) nasihata, nasihata manyakaridera janya."
11,115,āra dhairya dhāraṇa kara. kenanā āllāha sat karmaśīladera karmaphalake panḍa karenanā.,ara dhairya dharana kara. kenana allaha sat karmasiladera karmaphalake panda karenana.
11,116,"vastutaḥ ye sava sampradāẏa tomādera pūrve gata haẏeche tādera madhye emana vuddhimāna loka haẏani, yārā deśe phāsāda vistāre vādhā pradāna karata, sāmānya kaẏekajana chār̤ā, yāderake āmi tādera madhya hate rakṣā karechilāma. āra yārā avādhya chila tārā ye ārāma āẏeśe chila, ora pichanei par̤e raila evaṃ aparādha pravaṇa haẏe par̤ala.","vastutah ye sava sampradaya tomadera purve gata hayeche tadera madhye emana vuddhimana loka hayani, yara dese phasada vistare vadha pradana karata, samanya kayekajana chara, yaderake ami tadera madhya hate raksa karechilama. ara yara avadhya chila tara ye arama ayese chila, ora pichanei pare raila evam aparadha pravana haye parala."
11,117,"āra tomāra rāvva emana nana ye, janapadasamūhake anyāẏabhāve dhvaṃsa karavena, athaca ora adhivāsīrā sat kāje lipta raẏeche.","ara tomara ravva emana nana ye, janapadasamuhake anyayabhave dhvamsa karavena, athaca ora adhivasira sat kaje lipta rayeche."
11,118,"evaṃ yadi tomāra ravera icchā hata tāhale tini sakala mānuṣake ekai matāvalamvī kare ditena, kintu tārā matabheda karatei thākave,","evam yadi tomara ravera iccha hata tahale tini sakala manusake ekai matavalamvi kare ditena, kintu tara matabheda karatei thakave,"
11,119,"kintu yāra prati tomāra ravera anugraha haẏa. āra e janyai tini tāderake sṛṣṭi karechena; evaṃ tomāra ravera ei vāṇīo pūrṇa have ye, āmi jina o mānava sakalera dvārā jāhānnāmake pūrṇa karavai.","kintu yara prati tomara ravera anugraha haya. ara e janyai tini taderake srsti karechena; evam tomara ravera ei vanio purna have ye, ami jina o manava sakalera dvara jahannamake purna karavai."
11,120,"rāsūladera ai sava vṛttānta āmi tomāra kāche varṇanā karachi, yaddārā āmi tomāra cittake dṛr̤ha kari. era mādhyame tomāra kāche eseche satya evaṃ mu’minadera janya eseche upadeśa o sāvadhānavāṇī.","rasuladera ai sava vrttanta ami tomara kache varnana karachi, yaddara ami tomara cittake drrha kari. era madhyame tomara kache eseche satya evam mu’minadera janya eseche upadesa o savadhanavani."
11,121,"yārā viśvāsa karenā tāderake valaḥ tomarā yemana karacha, karate thāka evaṃ āmarāo āmādera kāja karachi.","yara visvasa karena taderake valah tomara yemana karacha, karate thaka evam amarao amadera kaja karachi."
11,122,"evaṃ tomarā pratīkṣā kara, āmarāo pratīkṣā karachi.","evam tomara pratiksa kara, amarao pratiksa karachi."
11,123,"ākāśasamūha o pṛthivīra adṛśya viṣaẏera jñāna āllāharai evaṃ tā~rai kāche savakichu pratyāvartita have. sutarāṃ tā~ra ivādāta kara evaṃ tā~ra upara nirbhara kara, āra tomarā yā kara se samvandhe tomāra rāvva anavahita nana.","akasasamuha o prthivira adrsya visayera jnana allaharai evam ta~rai kache savakichu pratyavartita have. sutaram ta~ra ivadata kara evam ta~ra upara nirbhara kara, ara tomara ya kara se samvandhe tomara ravva anavahita nana."
12,1,ālipha-lāma-rā eguli suspaṣṭa kitāvera āẏāta.,alipha-lama-ra eguli suspasta kitavera ayata.
12,2,āmi avatīrṇa karechi ārāvī bhāṣāẏa kuraāna yāte tomarā vujhate pāra.,ami avatirna karechi aravi bhasaya kuraana yate tomara vujhate para.
12,3,"āmi tomāra kāche uttama kāhinī varṇanā karachi, ahīra mādhyame tomāra kāche ei kuraāna preraṇa kare, yadio era pūrve tumi chile anavahitadera antarbhukta.","ami tomara kache uttama kahini varnana karachi, ahira madhyame tomara kache ei kuraana prerana kare, yadio era purve tumi chile anavahitadera antarbhukta."
12,4,"yakhana iusupha tāra pitāke valalaḥ he pitā! āmi egāraṭi nakṣatra, sūrya evaṃ cā~dake dekhechi - dekhechi oderake āmāra prati sājadāhavanata avasthāẏa.","yakhana iusupha tara pitake valalah he pita! ami egarati naksatra, surya evam ca~dake dekhechi - dekhechi oderake amara prati sajadahavanata avasthaya."
12,5,se valalaḥ he āmāra putra! tomāra svapnera vṛttānta tomāra bhāidera nikaṭa varṇanā karanā; karale tārā tomāra viruddhe ṣar̤ayantra karave; śāitānato mānuṣera prakāśya śatru.,se valalah he amara putra! tomara svapnera vrttanta tomara bhaidera nikata varnana karana; karale tara tomara viruddhe sarayantra karave; saitanato manusera prakasya satru.
12,6,"ebhāve tomāra rāvva tomāke manonīta karavena evaṃ tomāke svapnera vyākhyā śikṣā divena, āra tomāra prati o iẏākūvera parivāra parijanera prati anugraha pūrṇa karavena yebhāve tini eṭā pūrve pūrṇa karechilena tomāra pitṛpuruṣa ivarāhīma o isahākera prati. niścaẏai tomāra rāvva sarvajña, prajñāmaẏa.","ebhave tomara ravva tomake manonita karavena evam tomake svapnera vyakhya siksa divena, ara tomara prati o iyakuvera parivara parijanera prati anugraha purna karavena yebhave tini eta purve purna karechilena tomara pitrpurusa ivarahima o isahakera prati. niscayai tomara ravva sarvajna, prajnamaya."
12,7,iusupha o tāra bhāidera ghaṭanāẏa jijñāsudera janya nidarśana raẏeche.,iusupha o tara bhaidera ghatanaya jijnasudera janya nidarsana rayeche.
12,8,"yakhana tārā (bhāiẏerā) valechilaḥ āmādera pitāra nikaṭa iusupha evaṃ tāra bhāii (vina iẏāmīna) adhika priẏa, athaca āmarā ekaṭi saṃhata dala, āmādera pitāto spaṣṭa vibhrāntitei raẏechena .","yakhana tara (bhaiyera) valechilah amadera pitara nikata iusupha evam tara bhaii (vina iyamina) adhika priya, athaca amara ekati samhata dala, amadera pitato spasta vibhrantitei rayechena ."
12,9,iusuphake hatyā kara athavā tāke kona sthāne phele eso. phale tomādera pitāra dṛṣṭi śudhu tomādera prati niviṣṭa have evaṃ tārapara tomarā bhāla loka haẏe yāve.,iusuphake hatya kara athava take kona sthane phele eso. phale tomadera pitara drsti sudhu tomadera prati nivista have evam tarapara tomara bhala loka haye yave.
12,10,"tādera madhye ekajana valalaḥ iusuphake hatyā karanā, varaṃ yadi tomarā kichu karatei cāo tāhale tāke kona gabhīra kupe nikṣepa kara, yātrī dalera keha tāke tule niẏe yāve.","tadera madhye ekajana valalah iusuphake hatya karana, varam yadi tomara kichu karatei cao tahale take kona gabhira kupe niksepa kara, yatri dalera keha take tule niye yave."
12,11,"tārā valalaḥ he āmādera pitā! iusuphera vyāpāre āpani āmāderake aviśvāsa karachena kena, yadio āmarā tāra hitākāṃkhī?","tara valalah he amadera pita! iusuphera vyapare apani amaderake avisvasa karachena kena, yadio amara tara hitakamkhiy"
12,12,"āpani āgāmīkāla tāke āmādera sāthe preraṇa karuna, se phalamūla khāve o khelādhulā karave, āmarā avaśyai tāra rakṣaṇāvekṣaṇa karava.","apani agamikala take amadera sathe prerana karuna, se phalamula khave o kheladhula karave, amara avasyai tara raksanaveksana karava."
12,13,"se valalaḥ eṭā āmāke kaṣṭa dive ye, tomarā tāke niẏe yāve evaṃ āmi bhaẏa kari, tomarā tāra prati amanoyogī hale tāke nekar̤e vāgha kheẏe phelave.","se valalah eta amake kasta dive ye, tomara take niye yave evam ami bhaya kari, tomara tara prati amanoyogi hale take nekare vagha kheye phelave."
12,14,tārā valalaḥ āmarā ekaṭi saṃhata dala haoẏā sattveo yadi tāke nekar̤e vāgha kheẏe phele tāhaleto āmarā kṣatigrastai hava.,tara valalah amara ekati samhata dala haoya sattveo yadi take nekare vagha kheye phele tahaleto amara ksatigrastai hava.
12,15,"ataḥpara yakhana tārā tāke niẏe gela evaṃ tāke gabhīra kūpe nikṣepa karate ekamata hala, ematāvasthāẏa āmi tāke jāniẏe dilāmaḥ tumi tāderake tādera ei karmera kathā avaśyai vale dive yakhana tārā tomāke cinavenā.","atahpara yakhana tara take niye gela evam take gabhira kupe niksepa karate ekamata hala, ematavasthaya ami take janiye dilamah tumi taderake tadera ei karmera katha avasyai vale dive yakhana tara tomake cinavena."
12,16,tārā rāte kā~date kā~date tādera pitāra nikaṭa elo.,tara rate ka~date ka~date tadera pitara nikata elo.
12,17,"tārā valalaḥ he āmādera pitā! āmarā daur̤era pratiyogitā karechilāma evaṃ iusuphake āmādera mālapatrera nikaṭa rekhe giẏechilāma, ataḥpara tāke nekar̤e vāgha kheẏe pheleche; kintu āpanito āmādera viśvāsa karavenanā, yadio āmarā satyavādī.","tara valalah he amadera pita! amara daurera pratiyogita karechilama evam iusuphake amadera malapatrera nikata rekhe giyechilama, atahpara take nekare vagha kheye pheleche; kintu apanito amadera visvasa karavenana, yadio amara satyavadi."
12,18,"āra tārā tāra jāmāẏa mithyā rakta lepana kare enechila. se valalaḥ nā, tomādera mana tomādera janya ekaṭi kāhinī sājiẏe diẏeche. sutarāṃ pūrṇa dhairyai śreẏa, tomarā yā valacha se viṣaẏe ekamātra āllāhai āmāra sāhāyyasthala.","ara tara tara jamaya mithya rakta lepana kare enechila. se valalah na, tomadera mana tomadera janya ekati kahini sajiye diyeche. sutaram purna dhairyai sreya, tomara ya valacha se visaye ekamatra allahai amara sahayyasthala."
12,19,"eka yātrī dala elo, tārā tādera pāni saṃgrāhakake preraṇa karala. se tāra pānira vālati nāmiẏe dila, se vale uṭhalaḥ ki sukhavara! e ye eka kiśora! ataḥpara tārā tāke paṇya rūpe lukiẏe rākhala, tārā yā karachila sei viṣaẏe āllāha saviśeṣa avagata chilena.","eka yatri dala elo, tara tadera pani samgrahakake prerana karala. se tara panira valati namiye dila, se vale uthalah ki sukhavara! e ye eka kisora! atahpara tara take panya rupe lukiye rakhala, tara ya karachila sei visaye allaha savisesa avagata chilena."
12,20,"āra tārā tāke vikri karala svalpa mūlye, mātra kaẏeka dirahāmera vinimaẏe, tārā ete chila nirlobha.","ara tara take vikri karala svalpa mulye, matra kayeka dirahamera vinimaye, tara ete chila nirlobha."
12,21,"misarera ye vyakti tāke kraẏa karechila, se tāra strīke valalaḥ sammānajanakabhāve era thākāra vyavasthā kara, sambhavataḥ se āmādera upakāre āsave athavā āmarā eke putra rūpeo grahaṇa karate pāri evaṃ ebhāve āmi iusuphake sei deśe pratiṣṭhita karalāma tāke svapnera vyākhyā śikṣā deẏāra janya. āllāha tā~ra kārya sampādane apratihata; kintu adhikāṃśa mānuṣa eṭā avagata naẏa.","misarera ye vyakti take kraya karechila, se tara strike valalah sammanajanakabhave era thakara vyavastha kara, sambhavatah se amadera upakare asave athava amara eke putra rupeo grahana karate pari evam ebhave ami iusuphake sei dese pratisthita karalama take svapnera vyakhya siksa deyara janya. allaha ta~ra karya sampadane apratihata; kintu adhikamsa manusa eta avagata naya."
12,22,"se yakhana pūrṇa yauvane upanīta hala takhana āmi tāke hikamāta o jñāna dāna karalāma, evaṃ ebhāvei āmi satkarmaparāẏaṇaderake puraskṛta kari.","se yakhana purna yauvane upanita hala takhana ami take hikamata o jnana dana karalama, evam ebhavei ami satkarmaparayanaderake puraskrta kari."
12,23,"se ye strī lokera gṛhe chila se tāra kācha theke asat kāja kāmanā karala evaṃ darajāguli vandha kare dila o valalaḥ cale eso (āmarā kāma pravṛtti caritārtha kari), se valalaḥ āmi āllāhara āśraẏa prārthanā karachi, tini (āyīya) āmāra prabhu! tini āmāke sammānajanakabhāve thākate diẏechena, sīmālaṃghanakārīrā saphalakāma haẏanā.","se ye stri lokera grhe chila se tara kacha theke asat kaja kamana karala evam darajaguli vandha kare dila o valalah cale eso (amara kama pravrtti caritartha kari), se valalah ami allahara asraya prarthana karachi, tini (ayiya) amara prabhu! tini amake sammanajanakabhave thakate diyechena, simalamghanakarira saphalakama hayana."
12,24,sei ramaṇīto tāra prati āsakta haẏe chila evaṃ seo tāra prati āsakta haẏe par̤ata yadi nā se tāra ravera nidarśana pratyakṣa karata. tāke manda kāja o aślīlatā hate virata rākhāra janya ebhāve nidarśana dekhiẏechilāma. se chila āmāra viśuddha citta vāndādera antarbhukta.,sei ramanito tara prati asakta haye chila evam seo tara prati asakta haye parata yadi na se tara ravera nidarsana pratyaksa karata. take manda kaja o aslilata hate virata rakhara janya ebhave nidarsana dekhiyechilama. se chila amara visuddha citta vandadera antarbhukta.
12,25,"tārā ubhaẏe daur̤e darayāra dike gela evaṃ strī lokaṭi pichana hate tāra jāmā chir̤e phelala, tārā strī lokaṭira svāmīke darayāra kāche dekhate pela. strī lokaṭi valalaḥ ye tomāra parivārera sāthe ku-kāja kāmanā kare tāra janya kārāgāre preraṇa athavā anya kona vedanādāẏaka śāsti vyatīta āra ki danḍa hate pāre?","tara ubhaye daure darayara dike gela evam stri lokati pichana hate tara jama chire phelala, tara stri lokatira svamike darayara kache dekhate pela. stri lokati valalah ye tomara parivarera sathe ku-kaja kamana kare tara janya karagare prerana athava anya kona vedanadayaka sasti vyatita ara ki danda hate parey"
12,26,se (iusupha) valalaḥ se’i āmā hate asat kāja kāmanā karechila. strī lokaṭira parivārera ekajana sākṣī sākṣya dilaḥ yadi tāra jāmāra sammukha dika chinna karā haẏe thāke tāhale strī lokaṭi satya kathā valeche evaṃ puruṣaṭi mithyāvādī .,se (iusupha) valalah se’i ama hate asat kaja kamana karechila. stri lokatira parivarera ekajana saksi saksya dilah yadi tara jamara sammukha dika chinna kara haye thake tahale stri lokati satya katha valeche evam purusati mithyavadi .
12,27,āra yadi tāra jāmā pichana dika hate chinna karā haẏe thāke tāhale strī lokaṭi mithyā kathā valeche evaṃ puruṣaṭi satyavādī.,ara yadi tara jama pichana dika hate chinna kara haye thake tahale stri lokati mithya katha valeche evam purusati satyavadi.
12,28,"sutarāṃ gṛhasvāmī yakhana dekhala ye, tāra jāmā pichana dika hate chinna karā haẏeche takhana se valalaḥ bhīṣaṇa tomādera chalanā.","sutaram grhasvami yakhana dekhala ye, tara jama pichana dika hate chinna kara hayeche takhana se valalah bhisana tomadera chalana."
12,29,"he iusupha! tumi eṭā upekṣā kara evaṃ he nārī! tumi tomāra aparādhera janya kṣamā prārthanā kara, niścaẏai tumii aparādhī.","he iusupha! tumi eta upeksa kara evam he nari! tumi tomara aparadhera janya ksama prarthana kara, niscayai tumii aparadhi."
12,30,"nagare katipaẏa nārī valalaḥ āyīyera strī tāra yuvaka dāsa hate asat kāja kāmanā kareche; prema tāke ummatta kareche, āmarāto tāke dekhachi spaṣṭa vibhrāntite.","nagare katipaya nari valalah ayiyera stri tara yuvaka dasa hate asat kaja kamana kareche; prema take ummatta kareche, amarato take dekhachi spasta vibhrantite."
12,31,"strī lokaṭi yakhana tādera ṣar̤ayantrera kathā śunala, takhana se tāderake ḍeke pāṭhāla, tādera pratyekake ekaṭi kare cāku dila evaṃ yuvakake valalaḥ tādera sāmane vera hao. ataḥpara tārā yakhana tāke dekhala takhana tārā tāra saundarye abhibhūta hala evaṃ nijedera hāta keṭe phelala. tārā valalaḥ adbhuta āllāhara māhātya! eto mānuṣa naẏa, eto eka mahimānvita mālāka/phereśatā!","stri lokati yakhana tadera sarayantrera katha sunala, takhana se taderake deke pathala, tadera pratyekake ekati kare caku dila evam yuvakake valalah tadera samane vera hao. atahpara tara yakhana take dekhala takhana tara tara saundarye abhibhuta hala evam nijedera hata kete phelala. tara valalah adbhuta allahara mahatya! eto manusa naya, eto eka mahimanvita malaka/pheresata!"
12,32,"se valalaḥ ei se yāra samvandhe tomarā āmāra nindā karecha, āmi tāra hate asat kāja kāmanā karechi; kintu se nijake pavitra rekheche; āmi tāke yā ādeśa karechi, se yadi tā nā kare tāhale se kārāruddha havei evaṃ hīnadera antarbhukta have.","se valalah ei se yara samvandhe tomara amara ninda karecha, ami tara hate asat kaja kamana karechi; kintu se nijake pavitra rekheche; ami take ya adesa karechi, se yadi ta na kare tahale se kararuddha havei evam hinadera antarbhukta have."
12,33,iusupha valalaḥ he āmāra rāvva! ei nārīrā āmāke yāra prati āhavāna karache tā apekṣā kārāgāra āmāra kāche adhika priẏa. āpani yadi āmāke odera chalanā hate rakṣā nā karena tāhale odera prati ākṛṣṭa haẏe par̤ava evaṃ ajñadera antarbhukta hava.,iusupha valalah he amara ravva! ei narira amake yara prati ahavana karache ta apeksa karagara amara kache adhika priya. apani yadi amake odera chalana hate raksa na karena tahale odera prati akrsta haye parava evam ajnadera antarbhukta hava.
12,34,"ataḥpara tāra rāvva tāra āhavāne sār̤ā dilena evaṃ tādera chalanā hate rakṣā karalena, tinito sarvaśrotā, sarvajña.","atahpara tara ravva tara ahavane sara dilena evam tadera chalana hate raksa karalena, tinito sarvasrota, sarvajna."
12,35,"nidarśanāvalī dekhāra para tādera mane hala ye, tāke kichu kālera janya kārāruddha karatei have.","nidarsanavali dekhara para tadera mane hala ye, take kichu kalera janya kararuddha karatei have."
12,36,"tāra sāthe du’jana yuvaka kārāgāre praveśa karala, tādera ekajana valalaḥ āmi svapne dekhalāma, āmi āṃgura niṃr̤iẏe rasa vera karachi evaṃ aparajana valalaḥ āmi svapne dekhalāma, āmi āmāra māthāẏa ruṭi vahana karachi evaṃ pākhī tā hate khācche, āmāderake āpani era tātparya jāniẏe dina, āmarā āpanāke satkarmaparāẏaṇa dekhachi.","tara sathe du’jana yuvaka karagare pravesa karala, tadera ekajana valalah ami svapne dekhalama, ami amgura nimriye rasa vera karachi evam aparajana valalah ami svapne dekhalama, ami amara mathaya ruti vahana karachi evam pakhi ta hate khacche, amaderake apani era tatparya janiye dina, amara apanake satkarmaparayana dekhachi."
12,37,"iusupha valalaḥ tomāderake ye khādya deẏā haẏa tā āsāra pūrve āmi tomāderake svapnera vyākhyā jāniẏe diva, āmi yā tomāderake valava tā āmāra rāvva āmāke yā śikṣā diẏechena tā hate valava, ye sampradāẏa āllāhake viśvāsa karenā o paraloke aviśvāsī haẏa āmi tādera matavāda varjana karechi.","iusupha valalah tomaderake ye khadya deya haya ta asara purve ami tomaderake svapnera vyakhya janiye diva, ami ya tomaderake valava ta amara ravva amake ya siksa diyechena ta hate valava, ye sampradaya allahake visvasa karena o paraloke avisvasi haya ami tadera matavada varjana karechi."
12,38,"āmi āmāra pitṛ puruṣa ivarāhīma, isahāka evaṃ iẏākūvera matavāda anusaraṇa kari. āllāhara sāthe kona vastuke śarīka karā āmādera kāja naẏa, eṭā āmādera o samasta mānuṣera prati āllāhara anugraha; kintu adhikāṃśa mānuṣai kṛtajñatā prakāśa karenā.","ami amara pitr purusa ivarahima, isahaka evam iyakuvera matavada anusarana kari. allahara sathe kona vastuke sarika kara amadera kaja naya, eta amadera o samasta manusera prati allahara anugraha; kintu adhikamsa manusai krtajnata prakasa karena."
12,39,"he āmāra kārā saṅgīdvaẏa! bhinna bhinna vahu rāvva śreẏa, nāki parākramaśālī eka āllāha?","he amara kara sangidvaya! bhinna bhinna vahu ravva sreya, naki parakramasali eka allahay"
12,40,"tā~ke cher̤e tomarā śudhu katakaguli nāmera ivādāta karacha, ye nāma tomādera pitṛpuruṣa o tomarā rekhecha, eigulira kona pramāṇa āllāha pāṭhānani. hukuma (vidhāna) deẏāra adhikāra śudhu āllāharai. tini nirdeśa diẏechena ye, tomarā śudhumātra tā~rai ivādāta karave, āra kārao ivādāta karavenā; eṭāi sarala saṭhika dīna, kintu adhikāṃśa mānuṣa eṭā avagata naẏa.","ta~ke chere tomara sudhu katakaguli namera ivadata karacha, ye nama tomadera pitrpurusa o tomara rekhecha, eigulira kona pramana allaha pathanani. hukuma (vidhana) deyara adhikara sudhu allaharai. tini nirdesa diyechena ye, tomara sudhumatra ta~rai ivadata karave, ara karao ivadata karavena; etai sarala sathika dina, kintu adhikamsa manusa eta avagata naya."
12,41,"he āmāra kārā saṅgīdvaẏa! tomādera ekajanera vyāpāra ei ye, se tāra prabhuke mada pāna karāve evaṃ apara samvandhe kathā ei ye, se śulaviddha have; ataḥpara tāra mastaka hate pākhī āhāra karave, ye viṣaẏe tomarā jānate ceẏecha tāra siddhānta haẏe geche.","he amara kara sangidvaya! tomadera ekajanera vyapara ei ye, se tara prabhuke mada pana karave evam apara samvandhe katha ei ye, se sulaviddha have; atahpara tara mastaka hate pakhi ahara karave, ye visaye tomara janate ceyecha tara siddhanta haye geche."
12,42,"iusupha tādera madhye ye mukti pāve mane karala, tāke valalaḥ tomāra prabhura kāche āmāra kathā vala; kintu śāitāna tāke tāra prabhura kāche tāra viṣaẏe valāra kathā bhuliẏe dila. sutarāṃ iusupha kaẏeka vachara kārāgāre raila.","iusupha tadera madhye ye mukti pave mane karala, take valalah tomara prabhura kache amara katha vala; kintu saitana take tara prabhura kache tara visaye valara katha bhuliye dila. sutaram iusupha kayeka vachara karagare raila."
12,43,"vādaśāha valalaḥ āmi svapne dekhalāma, sātaṭi sthūlakāẏa gābhī, ogulike sātaṭi śīrṇakāẏa gābhī bhakṣaṇa karache evaṃ sātaṭi savuja śīṣa evaṃ apara sātaṭi śuska. he pradhānagaṇa! yadi tomarā svapnera vyākhyā karate pāra tāhale āmāra svapna samvandhe abhimata dāo.","vadasaha valalah ami svapne dekhalama, satati sthulakaya gabhi, ogulike satati sirnakaya gabhi bhaksana karache evam satati savuja sisa evam apara satati suska. he pradhanagana! yadi tomara svapnera vyakhya karate para tahale amara svapna samvandhe abhimata dao."
12,44,tārā valalaḥ eṭā arthahīna svapna evaṃ āmarā erūpa svapna vyākhyāẏa abhijña nai.,tara valalah eta arthahina svapna evam amara erupa svapna vyakhyaya abhijna nai.
12,45,"du’jana kārāruddhera madhye ye mukti peẏechila evaṃ dīrghakāla pare tāra smaraṇa hale se valalaḥ āmi era tātparya tomāderake jāniẏe diva, sutarāṃ tomarā āmāke pāṭhiẏe dāo.","du’jana kararuddhera madhye ye mukti peyechila evam dirghakala pare tara smarana hale se valalah ami era tatparya tomaderake janiye diva, sutaram tomara amake pathiye dao."
12,46,"se valalaḥ he iusupha! he satyavādī! sātaṭi sthulakāẏa gābhī, ogulike sātaṭi śīrṇakāẏa gābhī bhakṣaṇa karache evaṃ sātaṭi savuja śīṣa o apara sātaṭi śuska śīṣa samvandhe āpani āmāderake vyākhyā dina, yāte āmi lokadera kāche phire yete pāri evaṃ yāte tārā avagata hate pāre.","se valalah he iusupha! he satyavadi! satati sthulakaya gabhi, ogulike satati sirnakaya gabhi bhaksana karache evam satati savuja sisa o apara satati suska sisa samvandhe apani amaderake vyakhya dina, yate ami lokadera kache phire yete pari evam yate tara avagata hate pare."
12,47,"iusupha valalaḥ tomarā sāta vachara ekādikrame cāṣa karave, ataḥpara tomarā śasya saṃgraha karave; tāra madhye ye sāmānya parimāṇa tomarā āhāra karave, tā vyatīta samasta śasya śīṣa sameta rekhe dive.","iusupha valalah tomara sata vachara ekadikrame casa karave, atahpara tomara sasya samgraha karave; tara madhye ye samanya parimana tomara ahara karave, ta vyatita samasta sasya sisa sameta rekhe dive."
