surah,ayah,latin_iast,latin_ascii
1,1,"parama karuṇāmaẏa, asīma daẏālu āllāhara nāme (śuru karachi).","parama karunamaya, asima dayalu allahara name (suru karachi)."
1,2,"āllāharai janya samasta praśaṃsā, yini viśvajagatera rāvva.","allaharai janya samasta prasamsa, yini visvajagatera ravva."
1,3,"yini parama daẏālu, atiśaẏa karuṇāmaẏa.","yini parama dayalu, atisaya karunamaya."
1,4,yini vicāra dinera mālika.,yini vicara dinera malika.
1,5,āmarā āpanārai ivādāta karachi evaṃ āpanārai nikaṭa sāhāyya cācchi.,amara apanarai ivadata karachi evam apanarai nikata sahayya cacchi.
1,6,āmāderake sarala saṭhika patha pradarśana karuna.,amaderake sarala sathika patha pradarsana karuna.
1,7,"tādera patha, yādera prati āpani anugraha karechena. tādera pathe naẏa, yādera prati āpanāra gayava varṣita haẏeche, tādera pathao naẏa yārā pathabhraṣṭa haẏeche. āmīna!!","tadera patha, yadera prati apani anugraha karechena. tadera pathe naya, yadera prati apanara gayava varsita hayeche, tadera pathao naya yara pathabhrasta hayeche. amina!!"
2,1,ālipha-lāma-mīma.,alipha-lama-mima.
2,2,ihā ai grantha yāra madhye kona sandeha-saṃśaẏera avakāśa nei; dharma-bhīrudera janya e grantha pathanirdeśa.,iha ai grantha yara madhye kona sandeha-samsayera avakasa nei; dharma-bhirudera janya e grantha pathanirdesa.
2,3,yārā adṛśya viṣaẏagulite viśvāsa sthāpana kare evaṃ sālāta pratiṣṭhā kare evaṃ āmi tāderake ye upajīvikā pradāna karechi tā hate dāna kare thāke .,yara adrsya visayagulite visvasa sthapana kare evam salata pratistha kare evam ami taderake ye upajivika pradana karechi ta hate dana kare thake .
2,4,"evaṃ tomāra prati yā avatīrṇa haẏeche o tomāra pūrve yā avatīrṇa haẏechila, yārā tadviṣaẏe viśvāsa sthāpana kare evaṃ ākhirātera prati yārā dṛr̤ha viśvāsa rākhe.","evam tomara prati ya avatirna hayeche o tomara purve ya avatirna hayechila, yara tadvisaye visvasa sthapana kare evam akhiratera prati yara drrha visvasa rakhe."
2,5,erāi tādera ravera pakṣa hate prāpta hidāẏātera upara pratiṣṭhita raẏeche evaṃ erāi pūrṇa saphalakāma.,erai tadera ravera paksa hate prapta hidayatera upara pratisthita rayeche evam erai purna saphalakama.
2,6,"niścaẏai yārā aviśvāsa karache tādera janya ubhaẏai samāna; tumi tāderake bhaẏa pradarśana kara vā nā kara, tārā īmāna ānavenā.","niscayai yara avisvasa karache tadera janya ubhayai samana; tumi taderake bhaya pradarsana kara va na kara, tara imana anavena."
2,7,āllāha tādera antarasamūhera upara o tādera karṇasamūhera upara moharāṃkita kare diẏechena evaṃ tādera cakṣusamūhera upara āvaraṇa par̤e āche evaṃ tādera janya raẏeche bhaẏānaka śāsti.,allaha tadera antarasamuhera upara o tadera karnasamuhera upara moharamkita kare diyechena evam tadera caksusamuhera upara avarana pare ache evam tadera janya rayeche bhayanaka sasti.
2,8,"āra mānuṣera madhye emana loka āche yārā vale, āmarā āllāhara upara evaṃ śeṣa dinera upara īmāna enechi, athaca tārā moṭei īmānadāra naẏa.","ara manusera madhye emana loka ache yara vale, amara allahara upara evam sesa dinera upara imana enechi, athaca tara motei imanadara naya."
2,9,"tārā āllāha o mu’minadera saṅge dho~kāvājī kare. prakṛta pakṣe tārā nijedera vyatīta āra kārao sāthe dho~kāvājī karenā, athaca tārā e samvandhe anubhava karate pārenā.","tara allaha o mu’minadera sange dho~kavaji kare. prakrta pakse tara nijedera vyatita ara karao sathe dho~kavaji karena, athaca tara e samvandhe anubhava karate parena."
2,10,"tādera antare pīr̤ā raẏeche, paranta āllāha tādera pīr̤ā ārao vār̤iẏe diẏechena evaṃ tādera janya gurutara śāsti raẏeche yehetu tārā asatya valata.","tadera antare pira rayeche, paranta allaha tadera pira arao variye diyechena evam tadera janya gurutara sasti rayeche yehetu tara asatya valata."
2,11,evaṃ yakhana tāderake valā haẏaḥ tomarā pṛthivīte aśānti sṛṣṭi karanā takhana tārā valeḥ āmarāto śudhui śānti sthāpanakārī.,evam yakhana taderake vala hayah tomara prthivite asanti srsti karana takhana tara valeh amarato sudhui santi sthapanakari.
2,12,"sāvadhāna! niścaẏai tārāi aśānti sṛṣṭikārī, kintu tārā vujhenā.","savadhana! niscayai tarai asanti srstikari, kintu tara vujhena."
2,13,"evaṃ yakhana tāderake valā haẏaḥ loke yerūpa viśvāsa kareche tomarāo tadrupa viśvāsa sthāpana kara, takhana tārā valeḥ nirvodherā yerūpa viśvāsa kareche āmarāo ki seirūpa viśvāsa karava? sāvadhāna! niścaẏai tārāi nirvodha, kintu tā tārā avagata naẏa.","evam yakhana taderake vala hayah loke yerupa visvasa kareche tomarao tadrupa visvasa sthapana kara, takhana tara valeh nirvodhera yerupa visvasa kareche amarao ki seirupa visvasa karavay savadhana! niscayai tarai nirvodha, kintu ta tara avagata naya."
2,14,"evaṃ yakhana tārā mu’minadera sāthe milita haẏa takhana tārā valeḥ āmarā viśvāsa sthāpana karechi; evaṃ yakhana tārā nijedera dalapati o duṣṭa netādera sāthe gopane milita haẏa takhana valeḥ āmarā tomādera saṅgei āchi, āmarāto śudhu ṭhāṭṭā-vidrupa o prahasana kare thāki.","evam yakhana tara mu’minadera sathe milita haya takhana tara valeh amara visvasa sthapana karechi; evam yakhana tara nijedera dalapati o dusta netadera sathe gopane milita haya takhana valeh amara tomadera sangei achi, amarato sudhu thatta-vidrupa o prahasana kare thaki."
2,15,āllāha tādera saṅge ṭhāṭṭā-vidrupa karachena evaṃ tāderake avakāśa dicchena. phale tārā nijedera avādhyatāra madhye udbhrānta haẏe phirache.,allaha tadera sange thatta-vidrupa karachena evam taderake avakasa dicchena. phale tara nijedera avadhyatara madhye udbhranta haye phirache.
2,16,"erā tārāi yārā su-pathera parivarte ku-pathake kraẏa kareche, sutarāṃ tādera vāṇijya lābhajanaka haẏani evaṃ tārā sarala saṭhika pathe caleni.","era tarai yara su-pathera parivarte ku-pathake kraya kareche, sutaram tadera vanijya labhajanaka hayani evam tara sarala sathika pathe caleni."
2,17,"edera avasthā ai vyaktira nyāẏa ye āguna prajjvalita karala, ataḥpara yakhana tāra pārśvavartī samasta sthāna ālokita hala, takhana āllāha tādera ālo chiniẏe nilena evaṃ tāderake andhakārera madhye cher̤e dilena, sutarāṃ tārā kichui dekhate pāẏanā.","edera avastha ai vyaktira nyaya ye aguna prajjvalita karala, atahpara yakhana tara parsvavarti samasta sthana alokita hala, takhana allaha tadera alo chiniye nilena evam taderake andhakarera madhye chere dilena, sutaram tara kichui dekhate payana."
2,18,"tārā vadhira, mūka, andha. ataeva tārā pratyāvṛtta havenā.","tara vadhira, muka, andha. ataeva tara pratyavrtta havena."
2,19,"athavā ākāśa hate vāri varṣaṇera nyāẏa yāte andhakāra, garjana o vidyut raẏeche, tārā vajradhvani vaśataḥ mṛtyubhaẏe tādera karṇasamūhe sva sva aṅgulī guje deẏa, evaṃ āllāha aviśvāsīdera pariveṣṭanakārī.","athava akasa hate vari varsanera nyaya yate andhakara, garjana o vidyut rayeche, tara vajradhvani vasatah mrtyubhaye tadera karnasamuhe sva sva anguli guje deya, evam allaha avisvasidera parivestanakari."
2,20,"acire vidyut tādera dṛṣṭi haraṇa karave, yakhana tādera prati āloka pradīpta haẏa takhana tārā calate thāke evaṃ yakhana tādera upara andhakāra ācchanna haẏa takhana tārā ṭhāẏa dā~r̤iẏe thāke evaṃ yadi āllāha icchā karena - niścaẏai tādera śravaṇaśakti o tādera dṛṣṭiśakti haraṇa karate pārena, niścaẏai āllāha sarva viṣaẏe śaktimāna.","acire vidyut tadera drsti harana karave, yakhana tadera prati aloka pradipta haya takhana tara calate thake evam yakhana tadera upara andhakara acchanna haya takhana tara thaya da~riye thake evam yadi allaha iccha karena - niscayai tadera sravanasakti o tadera drstisakti harana karate parena, niscayai allaha sarva visaye saktimana."
2,21,"he mānavavṛnda! tomarā tomādera ravera ivādāta kara yini tomāderake evaṃ tomādera pūrvavartīderake sṛṣṭi karechena, yena tomarā dharmabhīru hao.","he manavavrnda! tomara tomadera ravera ivadata kara yini tomaderake evam tomadera purvavartiderake srsti karechena, yena tomara dharmabhiru hao."
2,22,"yini tomādera janya bhūtalake śayyā o ākāśake chāda svarūpa sṛṣṭi karechena evaṃ ākāśa hate vāri varṣaṇa karena, ataḥpara tadvārā tomādera janya upajīvikā svarūpa phalapuñja utpādana karena, ataeva tomarā āllāhara samakakṣa sthira karanā evaṃ tomarā eṭā avagata ācha.","yini tomadera janya bhutalake sayya o akasake chada svarupa srsti karechena evam akasa hate vari varsana karena, atahpara tadvara tomadera janya upajivika svarupa phalapunja utpadana karena, ataeva tomara allahara samakaksa sthira karana evam tomara eta avagata acha."
2,23,"evaṃ āmi āmāra vāndāra prati yā avatīrṇa karechi, yadi tomarā tāte sandihāna hao tāhale tatsadṛśa ekaṭi ‘‘sūrā’’ ānaẏana kara evaṃ tomādera sei sāhāyyakārīderake ḍeke nāo yārā āllāha hate pṛthaka, yadi tomarā satyavādī hao!","evam ami amara vandara prati ya avatirna karechi, yadi tomara tate sandihana hao tahale tatsadrsa ekati ‘‘sura’’ anayana kara evam tomadera sei sahayyakariderake deke nao yara allaha hate prthaka, yadi tomara satyavadi hao!"
2,24,"ataḥpara yadi tomarā tā karate nā pāra evaṃ tomarā tā kakhanao karate pāravenā, tāhale tomarā sei jāhānnāmera bhaẏa kara yāra khorāka manuṣya o prastara khanḍa - yā aviśvāsīdera janya prastuta karā haẏeche.","atahpara yadi tomara ta karate na para evam tomara ta kakhanao karate paravena, tahale tomara sei jahannamera bhaya kara yara khoraka manusya o prastara khanda - ya avisvasidera janya prastuta kara hayeche."
2,25,"evaṃ yārā viśvāsa sthāpana kareche o sat kāryāvalī sampādana kare thāke tāderake susaṃvāda pradāna kara ye, tādera janya emana jānnāta raẏeche yāra taladeśa diẏe nadīsamūha pravāhita hacche; yakhanai sekhāne tāderake khāvāra hisāve phalapuñja pradāna karā have takhanai tārā valaveḥ āmāderato eṭā pūrvei pradatta haẏechila, vastutaḥ tāderake ekai sadṛśa phala pradāna karā have, evaṃ tādera janya tanmadhye śuddhā sahadharminīgaṇa raẏeche, evaṃ tanmadhye tārā cirakāla avasthāna karave.","evam yara visvasa sthapana kareche o sat karyavali sampadana kare thake taderake susamvada pradana kara ye, tadera janya emana jannata rayeche yara taladesa diye nadisamuha pravahita hacche; yakhanai sekhane taderake khavara hisave phalapunja pradana kara have takhanai tara valaveh amaderato eta purvei pradatta hayechila, vastutah taderake ekai sadrsa phala pradana kara have, evam tadera janya tanmadhye suddha sahadharminigana rayeche, evam tanmadhye tara cirakala avasthana karave."
2,26,"niścaẏai āllāha maśā athavā tadapekṣā kṣudratara dṛṣṭānta varṇanā karate lajjāvodha karenanā. sutarāṃ yārā īmāna eneche tārāto viśvāsa karave ye, e upamā tādera ravera pakṣa hate khuvai sthānopayogī haẏeche, āra yārā kāphira sarvāvasthāẏa tārā eṭāi valave ye, e sava nagaṇya vasttara upamā dvārā āllāhara uddeśyai vā ki? tini era dvārā anekake vipathagāmī karena evaṃ era dvārā anekake saṭhika patha pradarśana karena, āra era dvārā tini śudhu phāsikaderakei vipathagāmī kare thākena.","niscayai allaha masa athava tadapeksa ksudratara drstanta varnana karate lajjavodha karenana. sutaram yara imana eneche tarato visvasa karave ye, e upama tadera ravera paksa hate khuvai sthanopayogi hayeche, ara yara kaphira sarvavasthaya tara etai valave ye, e sava naganya vasttara upama dvara allahara uddesyai va kiy tini era dvara anekake vipathagami karena evam era dvara anekake sathika patha pradarsana karena, ara era dvara tini sudhu phasikaderakei vipathagami kare thakena."
2,27,yārā āllāhara saṅge dṛr̤habhāve pratijñāvaddha haoẏāra para tā bhaṅga kare evaṃ ai sava samvandha chinna kare yā avicchinna rākhate āllāha nirdeśa diẏechena evaṃ yārā bhūpṛṣṭhe vivāda sṛṣṭi kare tārāi pūrṇa kṣatigrasta.,yara allahara sange drrhabhave pratijnavaddha haoyara para ta bhanga kare evam ai sava samvandha chinna kare ya avicchinna rakhate allaha nirdesa diyechena evam yara bhuprsthe vivada srsti kare tarai purna ksatigrasta.
2,28,"kirūpe tomarā āllāhake aviśvāsa karacha? athaca tomarā chile prāṇahīna? ataḥpara tinii tomāderake sañjīvita karechena, punarāẏa tini tomāderake nirjīva karavena evaṃ punarāẏa tomāderake jīvita karā have. avaśeṣe tomāderake tā~rai dike pratyāgamana karate have.","kirupe tomara allahake avisvasa karachay athaca tomara chile pranahinay atahpara tinii tomaderake sanjivita karechena, punaraya tini tomaderake nirjiva karavena evam punaraya tomaderake jivita kara have. avasese tomaderake ta~rai dike pratyagamana karate have."
2,29,"pṛthivīte yā kichu āche samastai tini tomādera janya sṛṣṭi karechena; ataḥpara tini ākāśera prati manaḥsaṃyoga karena, ataḥpara sapta ākāśa suvinyasta karena evaṃ tini sarva viṣaẏe mahājñānī.","prthivite ya kichu ache samastai tini tomadera janya srsti karechena; atahpara tini akasera prati manahsamyoga karena, atahpara sapta akasa suvinyasta karena evam tini sarva visaye mahajnani."
2,30,evaṃ yakhana tomāra rāvva mālāikā/phereśatādera valalenaḥ niścaẏai āmi pṛthivīte pratinidhi sṛṣṭi karava; tārā valalaḥ āpani ki yamīne emana kehake sṛṣṭi karavena yārā tanmadhye aśānti sṛṣṭi karave evaṃ raktapāta karave? evaṃ āmarāito āpanāra guṇagāna karachi evaṃ āpanārai pavitratā varṇanā kare thāki. tini valalenaḥ tomarā yā avagata nao niścaẏai āmi tā jñāta āchi.,evam yakhana tomara ravva malaika/pheresatadera valalenah niscayai ami prthivite pratinidhi srsti karava; tara valalah apani ki yamine emana kehake srsti karavena yara tanmadhye asanti srsti karave evam raktapata karavey evam amaraito apanara gunagana karachi evam apanarai pavitrata varnana kare thaki. tini valalenah tomara ya avagata nao niscayai ami ta jnata achi.
2,31,"evaṃ tini ādamake samasta nāma śikṣā dilena, anantara tatsamūdaẏa mālāikā/phereśatādera sāmane upasthāpita karalena, ataḥpara valalenaḥ yadi tomarā satyavādī hao tāhale āmāke e sava vastura nāmasamūha varṇanā kara.","evam tini adamake samasta nama siksa dilena, anantara tatsamudaya malaika/pheresatadera samane upasthapita karalena, atahpara valalenah yadi tomara satyavadi hao tahale amake e sava vastura namasamuha varnana kara."
2,32,"tārā valechilaḥ āpani parama pavitra! āpani āmāderake yā śikṣā diẏechena tadvyatīta āmādera konai jñāna nei, niścaẏai āpani mahājñānī, vijñānamaẏa.","tara valechilah apani parama pavitra! apani amaderake ya siksa diyechena tadvyatita amadera konai jnana nei, niscayai apani mahajnani, vijnanamaya."
2,33,"tini valechilenaḥ he ādama! tumi tāderake ai sakalera nāmasamūha varṇanā kara; ataḥpara yakhana se tāderake aigulira nāmasamūha valechila takhana tini valechilenaḥ āmi ki tomāderake valini ye, niścaẏai āmi āsamāna o yamīnera adṛśya viṣaẏa avagata āchi evaṃ tomarā yā prakāśa kara o yā gopana kara āmi tāo parijñāta āchi?","tini valechilenah he adama! tumi taderake ai sakalera namasamuha varnana kara; atahpara yakhana se taderake aigulira namasamuha valechila takhana tini valechilenah ami ki tomaderake valini ye, niscayai ami asamana o yaminera adrsya visaya avagata achi evam tomara ya prakasa kara o ya gopana kara ami tao parijnata achiy"
2,34,"evaṃ yakhana āmi mālāikā/phereśatāderake valechilāma ye, tomarā ādamake sājadāha kara, takhana ivalīsa vyatīta sakale sājadāha karechila; se agrāhya karala o ahaṃkāra karala evaṃ kāphiradera antarbhukta haẏe gela.","evam yakhana ami malaika/pheresataderake valechilama ye, tomara adamake sajadaha kara, takhana ivalisa vyatita sakale sajadaha karechila; se agrahya karala o ahamkara karala evam kaphiradera antarbhukta haye gela."
2,35,"evaṃ āmi valalāmaḥ he ādama! tumi o tomāra strī jānnāte avasthāna kara evaṃ tā hate yā icchā svacchande āhāra kara; kintu ai vṛkṣera nikaṭavartī haẏonā, tāhale tomarā atyācārīdera antarbhukta haẏe yāve.","evam ami valalamah he adama! tumi o tomara stri jannate avasthana kara evam ta hate ya iccha svacchande ahara kara; kintu ai vrksera nikatavarti hayona, tahale tomara atyacaridera antarbhukta haye yave."
2,36,"anantara śāitāna tādera ubhaẏake sekhāna hate vicyuta karala, ataḥpara tārā ubhaẏe yekhāne chila sekhāna hate tāderake varhigata karala; evaṃ āmi valalāmaḥ tomarā nīce neme yāo, tomarā paraspara parasparera śatru; evaṃ pṛthivītei raẏeche tomādera janya eka nirdiṣṭa kālera avasthiti o bhoga sampada.","anantara saitana tadera ubhayake sekhana hate vicyuta karala, atahpara tara ubhaye yekhane chila sekhana hate taderake varhigata karala; evam ami valalamah tomara nice neme yao, tomara paraspara parasparera satru; evam prthivitei rayeche tomadera janya eka nirdista kalera avasthiti o bhoga sampada."
2,37,"ataḥpara ādama svīẏa rāvva hate katipaẏa vāṇī śikṣā lābha karala, āllāha takhana tāra prati kṛpā dṛṣṭi dilena; niścaẏai tini kṣamāśīla, karuṇāmaẏa!","atahpara adama sviya ravva hate katipaya vani siksa labha karala, allaha takhana tara prati krpa drsti dilena; niscayai tini ksamasila, karunamaya!"
2,38,āmi valalāmaḥ tomarā savāi ekhāna theke nīce neme yāo; anantara āmāra pakṣa hate tomādera nikaṭa ye upadeśa upasthita have-yārā āmāra sei upadeśa anusaraṇa karave vastutaḥ tādera konai bhaẏa nei evaṃ tārā cintitao havenā.,ami valalamah tomara savai ekhana theke nice neme yao; anantara amara paksa hate tomadera nikata ye upadesa upasthita have-yara amara sei upadesa anusarana karave vastutah tadera konai bhaya nei evam tara cintitao havena.
2,39,"āra yārā aviśvāsa karave evaṃ āmāra nidarśanasamūhe asatyāropa karave, tārāi jāhānnāmera adhivāsī - tanmadhye tārā sadā avasthāna karave.","ara yara avisvasa karave evam amara nidarsanasamuhe asatyaropa karave, tarai jahannamera adhivasi - tanmadhye tara sada avasthana karave."
2,40,he isarāīlī vaṃśadhara! āmi tomāderake ye sukha sampada dāna karechi tā smaraṇa kara evaṃ āmāra aṅgīkāra pūrṇa kara - āmio tomādera prati kṛta aṅgīkāra pūrṇa karava evaṃ tomarā śudhu āmākei bhaẏa kara.,he isaraili vamsadhara! ami tomaderake ye sukha sampada dana karechi ta smarana kara evam amara angikara purna kara - amio tomadera prati krta angikara purna karava evam tomara sudhu amakei bhaya kara.
2,41,"evaṃ āmi yā avatīrṇa karechi tatprati viśvāsa sthāpana kara, ihā (kuraāna) tomādera kāche yā āche uhārai satyatā pranaẏanakārī evaṃ ete tomarāi prathama aviśvāsī haẏonā evaṃ āmāra nidarśanāvalīra parivarte sāmānya mūlya grahaṇa karanā evaṃ tomarā varaṃ āmākei bhaẏa kara.","evam ami ya avatirna karechi tatprati visvasa sthapana kara, iha (kuraana) tomadera kache ya ache uharai satyata pranayanakari evam ete tomarai prathama avisvasi hayona evam amara nidarsanavalira parivarte samanya mulya grahana karana evam tomara varam amakei bhaya kara."
2,42,evaṃ tomarā satyake mithyāra sāthe miśrita karanā evaṃ jene śune satya gopana karanā.,evam tomara satyake mithyara sathe misrita karana evam jene sune satya gopana karana.
2,43,āra tomarā sālāta pratiṣṭhita kara o yākāta pradāna kara evaṃ rukukārīdera sāthe ruku kara.,ara tomara salata pratisthita kara o yakata pradana kara evam rukukaridera sathe ruku kara.
2,44,tomarā ki lokaderake sat kāje ādeśa karacha evaṃ tomādera nijedera samvandhe vismṛta haccha? athaca tomarā grantha pāṭha kara; tāhale ki tomarā hṛdaẏaṅgama karachanā?,tomara ki lokaderake sat kaje adesa karacha evam tomadera nijedera samvandhe vismrta hacchay athaca tomara grantha patha kara; tahale ki tomara hrdayangama karachanay
2,45,"evaṃ tomarā dhairya o sālātera mādhyame sāhāyya cāo; avaśyai oṭā kaṭhina, kintu vinītadera pakṣe naẏa.","evam tomara dhairya o salatera madhyame sahayya cao; avasyai ota kathina, kintu vinitadera pakse naya."
2,46,"yārā dhāraṇā kare ye, niścaẏai tārā tādera ravera sāthe sammilita have evaṃ tārā tā~rai dike pratigamana karave.","yara dharana kare ye, niscayai tara tadera ravera sathe sammilita have evam tara ta~rai dike pratigamana karave."
2,47,he vānī isarāīla! āmi tomāderake ye sukha sampada dāna karechi tā smaraṇa kara evaṃ niścaẏai āmi tomāderake samagra pṛthivīra upara śreṣṭhatva dāna karechi.,he vani isaraila! ami tomaderake ye sukha sampada dana karechi ta smarana kara evam niscayai ami tomaderake samagra prthivira upara sresthatva dana karechi.
2,48,"evaṃ tomarā sei dinera bhaẏa kara, ye dina eka vyakti anya vyakti hate kichumātra upakṛta havenā evaṃ kona vyakti hate kona supāriśao gṛhīta havenā, kona vyakti hate kona vinimaẏao grahaṇa karā havenā evaṃ tāderake sāhāyya karāo havenā.","evam tomara sei dinera bhaya kara, ye dina eka vyakti anya vyakti hate kichumatra upakrta havena evam kona vyakti hate kona suparisao grhita havena, kona vyakti hate kona vinimayao grahana kara havena evam taderake sahayya karao havena."
2,49,"evaṃ yakhana āmi tomāderake phira‘āunera sampradāẏa hate vimukta karechilāma - tārā tomāderake kaṭhora śāsti pradāna karata, tomādera putraderake hatyā karata evaṃ tomādera kanyāderake jīvita rākhata evaṃ ete tomādera rāvva hate tomādera janya mahā parīkṣā chila.","evam yakhana ami tomaderake phira‘aunera sampradaya hate vimukta karechilama - tara tomaderake kathora sasti pradana karata, tomadera putraderake hatya karata evam tomadera kanyaderake jivita rakhata evam ete tomadera ravva hate tomadera janya maha pariksa chila."
2,50,"evaṃ yakhana āmi tomādera janya samudrake vibhakta karechilāma, ataḥpara tomāderake uddhāra karechilāma o phira‘āunera svajanaderake nimajjita karechilāma evaṃ tomarā tā pratyakṣa karechile.","evam yakhana ami tomadera janya samudrake vibhakta karechilama, atahpara tomaderake uddhara karechilama o phira‘aunera svajanaderake nimajjita karechilama evam tomara ta pratyaksa karechile."
2,51,"evaṃ yakhana āmi mūsāra saṅge calliśa rajanīra aṅgīkāra karechilāma, anantara tomarā go-vatsake upāsyarūpe grahaṇa karechile evaṃ tomarā chile atyācārī.","evam yakhana ami musara sange callisa rajanira angikara karechilama, anantara tomara go-vatsake upasyarupe grahana karechile evam tomara chile atyacari."
2,52,era pareo āmi tomāderake mārjanā karechilāma - yena tomarā kṛtajñatā prakāśa kara.,era pareo ami tomaderake marjana karechilama - yena tomara krtajnata prakasa kara.
2,53,"āra yakhana āmi mūsāke grantha evaṃ satya o mithyāra prabhedakārī nirdeśa diẏechilāma, yena tomarā supatha prāpta hao.","ara yakhana ami musake grantha evam satya o mithyara prabhedakari nirdesa diyechilama, yena tomara supatha prapta hao."
2,54,"āra yakhana mūsā svīẏa sampradāẏake valalaḥ he āmāra sampradāẏa! niścaẏai tomarā go-vatsake upāsya rūpe grahaṇa kare tomādera nijedera prati atyācāra karecha. ataeva tomarā tomādera ravera nikaṭa kṣamā prārthanā kara, ataḥpara tomarā tomādera nija nija prāṇa visarjana dāo, tomādera ravera nikaṭa eṭāi tomādera janya kalyāṇakara; anantara tini tomādera prati kṣamā pradarśana karalena, niścaẏai tini kṣamāśīla, karuṇāmaẏa.","ara yakhana musa sviya sampradayake valalah he amara sampradaya! niscayai tomara go-vatsake upasya rupe grahana kare tomadera nijedera prati atyacara karecha. ataeva tomara tomadera ravera nikata ksama prarthana kara, atahpara tomara tomadera nija nija prana visarjana dao, tomadera ravera nikata etai tomadera janya kalyanakara; anantara tini tomadera prati ksama pradarsana karalena, niscayai tini ksamasila, karunamaya."
2,55,evaṃ yakhana tomarā valechileḥ he mūsā! āmarā āllāhake prakāśyabhāve darśana nā karā paryanta tomāke viśvāsa karavanā - takhana vajrapāta tomāderake ākramaṇa karechila evaṃ tomarā tā pratyakṣa karechile.,evam yakhana tomara valechileh he musa! amara allahake prakasyabhave darsana na kara paryanta tomake visvasa karavana - takhana vajrapata tomaderake akramana karechila evam tomara ta pratyaksa karechile.
2,56,"ataḥpara tomādera mṛtyura para āmi tomāderake punarujjīvita karechilāma, yena tomarā kṛtajñatā prakāśa kara.","atahpara tomadera mrtyura para ami tomaderake punarujjivita karechilama, yena tomara krtajnata prakasa kara."
2,57,"evaṃ āmi tomādera upara meghamālāra chāẏā dāna karechilāma evaṃ tomādera prati ‘mānnā’ o ‘sālaoẏā’ avatīrṇa karechilāma; āmi tomāderake ye upajīvikā dāna karechi sei pavitra jinisa hate āhāra kara; evaṃ tārā āmāra kona aniṣṭa kareni, varaṃ tārā nijedera aniṣṭa karechila.","evam ami tomadera upara meghamalara chaya dana karechilama evam tomadera prati ‘manna’ o ‘salaoya’ avatirna karechilama; ami tomaderake ye upajivika dana karechi sei pavitra jinisa hate ahara kara; evam tara amara kona anista kareni, varam tara nijedera anista karechila."
2,58,"evaṃ yakhana āmi valalāmaḥ tomarā ei nagare praveśa kara, ataḥpara yā icchā svacchande āhāra kara evaṃ sājadāhavanatabhāve dvāre praveśa kara evaṃ tomarā valaḥ āmarā kṣamā prārthanā karachi, tāhale āmi tomādera aparādha kṣamā karava evaṃ acirei satkarmaśīlagaṇake adhikatara dāna karava.","evam yakhana ami valalamah tomara ei nagare pravesa kara, atahpara ya iccha svacchande ahara kara evam sajadahavanatabhave dvare pravesa kara evam tomara valah amara ksama prarthana karachi, tahale ami tomadera aparadha ksama karava evam acirei satkarmasilaganake adhikatara dana karava."
2,59,"anantara yārā atyācāra karechila tāderake yā valā haẏechila, tatparivarte tārā sei kathāra parivartana karala, pare atyācārīrā ye duskarma karechila tajjanya āmi tādera upara ākāśa hate śāsti avatīrṇa karechilāma.","anantara yara atyacara karechila taderake ya vala hayechila, tatparivarte tara sei kathara parivartana karala, pare atyacarira ye duskarma karechila tajjanya ami tadera upara akasa hate sasti avatirna karechilama."
2,60,"evaṃ yakhana mūsā svīẏa sampradāẏera janya pāni prārthanā karechila takhana āmi valechilāmaḥ tumi svīẏa lāṭhi dvārā prastare āghāta kara, anantara tā hate dvādaśa prasravana viniḥsṛta hala, pratyekei sva sva sthāna jene nila, tomarā āllāhara upajīvikā hate āhāra kara o pāna kara evaṃ pṛthivīte śānti bhaṅgakārī rūpe vicaraṇa karanā.","evam yakhana musa sviya sampradayera janya pani prarthana karechila takhana ami valechilamah tumi sviya lathi dvara prastare aghata kara, anantara ta hate dvadasa prasravana vinihsrta hala, pratyekei sva sva sthana jene nila, tomara allahara upajivika hate ahara kara o pana kara evam prthivite santi bhangakari rupe vicarana karana."
