surah,ayah,latin_iast,latin_ascii
21,53,tārā valala: ‘āmarā āmādera pitṛpuruṣake edera pūjā karate dekhechi.’,tara valala: ‘amara amadera pitrpurusake edera puja karate dekhechi.’
21,54,se valala: ‘tomarā nijerā evaṃ tomādera pitṛpuruṣarāo raẏeche spaṣṭa vibhrāntite.’,se valala: ‘tomara nijera evam tomadera pitrpurusarao rayeche spasta vibhrantite.’
21,55,"tārā valala: ‘tumi ki āmādera nikaṭa satya enecha, nā tumi kautuka karacha?’","tara valala: ‘tumi ki amadera nikata satya enecha, na tumi kautuka karachay’"
21,56,"se valala: ‘varaṃ tomādera pratipālaka ākāśamaṇḍalī o pṛthivīra pratipālaka, yini tādera sṛṣṭi karechena evaṃ e viṣaẏe āmi anyatama sākṣī.’","se valala: ‘varam tomadera pratipalaka akasamandali o prthivira pratipalaka, yini tadera srsti karechena evam e visaye ami anyatama saksi.’"
21,57,‘śapatha āllāhara! tomarā cale gele āmi tomādera mūrtigulo samvandhe avaśyai kauśala avalamvana karava.’,‘sapatha allahara! tomara cale gele ami tomadera murtigulo samvandhe avasyai kausala avalamvana karava.’
21,58,"ataḥpara se cūrṇa-vicūrṇa kare dila mūrtiguloke, tādera pradhānaṭi vyatīta; yāte tārā tāra dike phire āse.","atahpara se curna-vicurna kare dila murtiguloke, tadera pradhanati vyatita; yate tara tara dike phire ase."
21,59,tārā valala: ‘āmādera upāsyagulora sāthe erūpa karala ke? se niścaẏai sīmālaṅghanakārī.’,tara valala: ‘amadera upasyagulora sathe erupa karala key se niscayai simalanghanakari.’
21,60,keu keu valala: ‘eka yuvakake tādera samālocanā karate śunechi; tāke valā haẏa ivrāhīma.’,keu keu valala: ‘eka yuvakake tadera samalocana karate sunechi; take vala haya ivrahima.’
21,61,"tārā valala: ‘tāke upasthita kara lokasammukhe, yāte tārā sākṣī dite pāre.’","tara valala: ‘take upasthita kara lokasammukhe, yate tara saksi dite pare.’"
21,62,tārā valala: ‘he ivrāhīma! tumii ki āmādera upāsyagulora sāthe erūpa karecha?’,tara valala: ‘he ivrahima! tumii ki amadera upasyagulora sathe erupa karechay’
21,63,"se valala: ‘varaṃ edera pradhāna, se-i to eṭā kareche, ederake jijñesa kara yadi erā kathā valate pāre.’","se valala: ‘varam edera pradhana, se-i to eta kareche, ederake jijnesa kara yadi era katha valate pare.’"
21,64,"takhana tārā mane mane cintā karala evaṃ eke aparake valate lāgala, ‘tomarāi to sīmālaṅghanakārī?’","takhana tara mane mane cinta karala evam eke aparake valate lagala, ‘tomarai to simalanghanakariy’"
21,65,"ataḥpara tādera mastaka avanata haẏe gela evaṃ tārā valala: ‘tumi to jānai ye, erā kathā valate pāre nā.’","atahpara tadera mastaka avanata haye gela evam tara valala: ‘tumi to janai ye, era katha valate pare na.’"
21,66,"ivrāhīma valala: ‘tave ki tomarā āllāhara parivarte emana kichura ‘ivādata kara yā tomādera kona upakāra karate pāre nā, kṣatio karate pāre nā?","ivrahima valala: ‘tave ki tomara allahara parivarte emana kichura ‘ivadata kara ya tomadera kona upakara karate pare na, ksatio karate pare nay"
21,67,‘dhik tomādera evaṃ āllāhara parivarte tomarā yādera ‘ivādata kara tādera janya! tavuo ki tomarā vujhave nā?’,‘dhik tomadera evam allahara parivarte tomara yadera ‘ivadata kara tadera janya! tavuo ki tomara vujhave nay’
21,68,"tārā valala: ‘tāke pur̤iẏe māra āra sāhāyya kara tomādera devatāguloke, tomarā yadi kichu karate cāo.’","tara valala: ‘take puriye mara ara sahayya kara tomadera devataguloke, tomara yadi kichu karate cao.’"
21,69,"āmi valalāma, ‘he agni! tumi ivrāhīmera janya śītala o nirāpada haẏe yāo.’","ami valalama, ‘he agni! tumi ivrahimera janya sitala o nirapada haye yao.’"
21,70,tārā tāra viruddhe cakrānta karate cāila. kintu āmi tāderake kare dilāma sarvādhika kṣatigrasta.,tara tara viruddhe cakranta karate caila. kintu ami taderake kare dilama sarvadhika ksatigrasta.
21,71,"evaṃ āmi tāke o lūtake uddhāra kare niẏe gelāma se deśe, yethāẏa āmi kalyāṇa rekhechi viśvavāsīra janya.","evam ami take o lutake uddhara kare niye gelama se dese, yethaya ami kalyana rekhechi visvavasira janya."
21,72,evaṃ āmi ivrāhīmake dāna karechilāma ishāka evaṃ atirikta (pautrarūpe) iẏā‘kūva; āra pratyekakei karechilāma sat karmaparāẏaṇa;,evam ami ivrahimake dana karechilama ishaka evam atirikta (pautrarupe) iya‘kuva; ara pratyekakei karechilama sat karmaparayana;
21,73,"evaṃ tāderake karechilāma netā; tārā āmāra nirdeśa anusāre mānuṣake patha pradarśana karata; tāderake oẏāhī preraṇa karechilāma sat karma karate, sālāta kāẏema karate evaṃ yākāta pradāna karate; tārā ekamātra āmārai ‘ivādata karata.","evam taderake karechilama neta; tara amara nirdesa anusare manusake patha pradarsana karata; taderake oyahi prerana karechilama sat karma karate, salata kayema karate evam yakata pradana karate; tara ekamatra amarai ‘ivadata karata."
21,74,"evaṃ lūtake diẏechilāma prajñā o jñāna evaṃ tāke uddhāra karechilāma emana eka janapada hate yāra adhivāsīrā lipta chila aślīla karme; tārā chila eka manda sampradāẏa, phāseka.","evam lutake diyechilama prajna o jnana evam take uddhara karechilama emana eka janapada hate yara adhivasira lipta chila aslila karme; tara chila eka manda sampradaya, phaseka."
21,75,evaṃ tāke āmi āmāra anugrahabhājana karechilāma; se chila sat karmaparāẏaṇadera antarbhukta.,evam take ami amara anugrahabhajana karechilama; se chila sat karmaparayanadera antarbhukta.
21,76,"smaraṇa kara nūhke; pūrve se yakhana āhvāna karechila takhana āmi tāra āhvāne sār̤ā diẏechilāma evaṃ tāke o tāra parijanavargake mahāsaṃkaṭa hate uddhāra karechilāma,","smarana kara nuhke; purve se yakhana ahvana karechila takhana ami tara ahvane sara diyechilama evam take o tara parijanavargake mahasamkata hate uddhara karechilama,"
21,77,evaṃ āmi tāke sāhāyya karechilāma se sampradāẏera viruddhe yārā āmāra nidarśanāvalī asvīkāra karechila; niścaẏa tārā chila eka manda sampradāẏa. ejanya tādera sakalakei āmi nimajjita karechilāma.,evam ami take sahayya karechilama se sampradayera viruddhe yara amara nidarsanavali asvikara karechila; niscaya tara chila eka manda sampradaya. ejanya tadera sakalakei ami nimajjita karechilama.
21,78,"evaṃ smaraṇa kara dāūda o sulāimānera kathā, yakhana tārā vicāra karachila śasyakṣetra samparke; tāte rātrikāle praveśa karechila kona sampradāẏera meṣa; āmi pratyakṣa karachilāma tādera vicāra.","evam smarana kara dauda o sulaimanera katha, yakhana tara vicara karachila sasyaksetra samparke; tate ratrikale pravesa karechila kona sampradayera mesa; ami pratyaksa karachilama tadera vicara."
21,79,evaṃ āmi sulāimānake e viṣaẏera mīmāṃsā vujhiẏe diẏechilāma o tādera pratyekake āmi diẏechilāma prajñāsaha jñāna. āmi parvata o vihaṅgakulake adhīna kare diẏechilāma tārā dāūdera saṅge āmāra pavitratā o mahimā ghoṣaṇā karata; āmii chilāma e savakichura kartā.,evam ami sulaimanake e visayera mimamsa vujhiye diyechilama o tadera pratyekake ami diyechilama prajnasaha jnana. ami parvata o vihangakulake adhina kare diyechilama tara daudera sange amara pavitrata o mahima ghosana karata; amii chilama e savakichura karta.
21,80,"āra āmi tāke tomādera janya varma nirmāṇa śikṣā diẏechilāma, yāte tā tomādera yuddhe tomāderake rakṣā kare; sutarāṃ tomarā ki kṛtajña have nā?","ara ami take tomadera janya varma nirmana siksa diyechilama, yate ta tomadera yuddhe tomaderake raksa kare; sutaram tomara ki krtajna have nay"
21,81,evaṃ sulāimānera vaśībhūta kare diẏechilāma pracaṇḍa vāẏuke; se vāẏu tāra ādeśakrame pravāhita hata se deśera dike yekhāne āmi kalyāṇa rekhechi; pratyeka viṣaẏa samparke āmi samyaka avagata.,evam sulaimanera vasibhuta kare diyechilama pracanda vayuke; se vayu tara adesakrame pravahita hata se desera dike yekhane ami kalyana rekhechi; pratyeka visaya samparke ami samyaka avagata.
21,82,"evaṃ śaẏatānadera madhye kataka sulāimānera janya ḍuvurīra kāja karata, tā vyatīta anya kājao karata; āmi tādera rakṣākārī chilāma.","evam sayatanadera madhye kataka sulaimanera janya duvurira kaja karata, ta vyatita anya kajao karata; ami tadera raksakari chilama."
21,83,"evaṃ smaraṇa kara āiẏūvera kathā, yakhana se tāra pratipālakake āhvāna kare valechila, ‘āmi duḥkha-kaṣṭe par̤echi, āra tumi to sarvaśreṣṭha daẏālu!’","evam smarana kara aiyuvera katha, yakhana se tara pratipalakake ahvana kare valechila, ‘ami duhkha-kaste parechi, ara tumi to sarvasrestha dayalu!’"
21,84,"takhana āmi tāra ḍāke sār̤ā dilāma, tāra duḥkha-kaṣṭa dūrībhūta kare dilāma, tāke tāra parivāra-parijana phiriẏe dilāma evaṃ tādera saṅge tādera samaparimāṇa āro dilāma āmāra viśeṣa rahamatarūpe āra eṭā ‘ivādatakārīdera janya upadeśasvarūpa.","takhana ami tara dake sara dilama, tara duhkha-kasta duribhuta kare dilama, take tara parivara-parijana phiriye dilama evam tadera sange tadera samaparimana aro dilama amara visesa rahamatarupe ara eta ‘ivadatakaridera janya upadesasvarupa."
21,85,"evaṃ smaraṇa kara isamāīla, idarīsa o yula-kiphla-era kathā, tādera pratyekei chila dhairyaśīla;","evam smarana kara isamaila, idarisa o yula-kiphla-era katha, tadera pratyekei chila dhairyasila;"
21,86,evaṃ tāderake āmi āmāra anugrahabhājana karechilāma; tārā chila sat karmaparāẏaṇa.,evam taderake ami amara anugrahabhajana karechilama; tara chila sat karmaparayana.
21,87,"evaṃ smaraṇa kara yun-nūna (iunusa)-era kathā, yakhana se krodhabhare vera haẏe giẏechila evaṃ mane karechila āmi tāra prati saṃkīrṇatā karava nā. ataḥpara se andhakāra hate āhvāna karechila: ‘āpani vyatīta kona satyikāra mā‘vūda nei; āpani pavitra, mahāna! āmi to sīmā laṅghanakārīdera antarbhukta.’","evam smarana kara yun-nuna (iunusa)-era katha, yakhana se krodhabhare vera haye giyechila evam mane karechila ami tara prati samkirnata karava na. atahpara se andhakara hate ahvana karechila: ‘apani vyatita kona satyikara ma‘vuda nei; apani pavitra, mahana! ami to sima langhanakaridera antarbhukta.’"
21,88,"takhana āmi tāra ḍāke sār̤ā diẏechilāma evaṃ mukti diẏechilāma duścintā theke, āra ebhāvei āmi mu’minaderake uddhāra kare thāki.","takhana ami tara dake sara diyechilama evam mukti diyechilama duscinta theke, ara ebhavei ami mu’minaderake uddhara kare thaki."
21,89,"evaṃ smaraṇa kara yākāriẏāra kathā, yakhana se tāra pratipālakake āhvāna kare valechila, ‘he āmāra pratipālaka! āmāke ekā rekha nā, tumi to śreṣṭha uttarādhikārī.’","evam smarana kara yakariyara katha, yakhana se tara pratipalakake ahvana kare valechila, ‘he amara pratipalaka! amake eka rekha na, tumi to srestha uttaradhikari.’"
21,90,"ataḥpara āmi tāra āhvāne sār̤ā diẏechilāma evaṃ tāke dāna karechilāma iẏāhaiẏā evaṃ tāra janya tāra strīke (garbhadhāraṇera) yogyatāsampanna karechilāma. tārā sat karme pratiyogitā karata, tārā āmāke ḍākata āśā o bhītira sāthe evaṃ tārā chila āmāra nikaṭa vinīta.","atahpara ami tara ahvane sara diyechilama evam take dana karechilama iyahaiya evam tara janya tara strike (garbhadharanera) yogyatasampanna karechilama. tara sat karme pratiyogita karata, tara amake dakata asa o bhitira sathe evam tara chila amara nikata vinita."
21,91,"evaṃ smaraṇa kara se nārīke, ye nija satītvake rakṣā karechila, ataḥpara tāra madhye āmi āmāra rūha phu~ke diẏechilāma evaṃ tāke o tāra putrake karechilāma viśvavāsīra janya eka nidarśana.","evam smarana kara se narike, ye nija satitvake raksa karechila, atahpara tara madhye ami amara ruha phu~ke diyechilama evam take o tara putrake karechilama visvavasira janya eka nidarsana."
21,92,"niścaẏai erā tomādera jāti erā to ekai jāti evaṃ āmii tomādera pratipālaka, ataeva āmāra ‘ivādata kara.","niscayai era tomadera jati era to ekai jati evam amii tomadera pratipalaka, ataeva amara ‘ivadata kara."
21,93,kintu tārā nijedera vyāpāre parasparera madhye bheda sṛṣṭi kareche. pratyekei āmāra nikaṭa pratyāvartanakārī.,kintu tara nijedera vyapare parasparera madhye bheda srsti kareche. pratyekei amara nikata pratyavartanakari.
21,94,sutarāṃ yadi keu mu’mina haẏe sat karma kare tāra karmapraceṣṭā agrāhya have nā evaṃ āmi to tā likhe rākhi.,sutaram yadi keu mu’mina haye sat karma kare tara karmapracesta agrahya have na evam ami to ta likhe rakhi.
21,95,"ye janapadake āmi dhvaṃsa karechi tāra janya niṣiddha haẏeche ye, tāra adhivāsīvṛnda phire āsave nā,","ye janapadake ami dhvamsa karechi tara janya nisiddha hayeche ye, tara adhivasivrnda phire asave na,"
21,96,emanaki yakhana iẏā‘juja o mā‘jujake mukti deẏā have evaṃ tārā prati uccabhūmi hate chuṭe āsave.,emanaki yakhana iya‘juja o ma‘jujake mukti deya have evam tara prati uccabhumi hate chute asave.
21,97,"yakhana satya pratiśrutira samaẏa ghaniẏe āsave takhana akasmāt kāphiradera cakṣu sthira haẏe yāve, tārā valave: ‘hāẏa, durbheāga āmādera! āmarā to chilāma e viṣaẏe udāsīna; varaṃ āmarā jālima chilāma’","yakhana satya pratisrutira samaya ghaniye asave takhana akasmat kaphiradera caksu sthira haye yave, tara valave: ‘haya, durbheaga amadera! amara to chilama e visaye udasina; varam amara jalima chilama’"
21,98,tomarā evaṃ āllāhara parivarte tomarā yādera ‘ivādata kara segulo to jāhānnāmera indhana; tomarā sakale tāte praveśa karave.,tomara evam allahara parivarte tomara yadera ‘ivadata kara segulo to jahannamera indhana; tomara sakale tate pravesa karave.
21,99,"yadi tārā mā‘vūda hata tave tārā jāhānnāme praveśa karata nā; tādera sakalei tāte sthāẏī have,","yadi tara ma‘vuda hata tave tara jahanname pravesa karata na; tadera sakalei tate sthayi have,"
21,100,sethāẏa thākave tādera ārtanāda evaṃ sethāẏa tārā kichui śunate pāve nā;,sethaya thakave tadera artanada evam sethaya tara kichui sunate pave na;
21,101,yādera janya āmāra pakṣa theke pūrva hate kalyāṇa nirdhārita raẏeche tāderake tā (jāhānnāma) hate dūre rākhā have.,yadera janya amara paksa theke purva hate kalyana nirdharita rayeche taderake ta (jahannama) hate dure rakha have.
21,102,tārā tāra (jāhānnāmera) kṣīṇatama śavdao śunave nā evaṃ sethāẏa tārā tādera mana yā cāẏa cirakāla seṭā bhoga karave.,tara tara (jahannamera) ksinatama savdao sunave na evam sethaya tara tadera mana ya caya cirakala seta bhoga karave.
21,103,"mahābhīti tāderake cintāyukta karave nā evaṃ phereśatāgaṇa tāderake abhyarthanā jānāve ei vale, ‘e tomādera sedina yāra pratiśruti tomāderake deẏā haẏechila.’","mahabhiti taderake cintayukta karave na evam pheresatagana taderake abhyarthana janave ei vale, ‘e tomadera sedina yara pratisruti tomaderake deya hayechila.’"
21,104,"sedina ākāśamaṇḍalīke guṭiẏe phelavo, yebhāve guṭāno haẏa likhita daphatara; yebhāve āmi prathama sṛṣṭira sūcanā karechilāma sebhāve punarāẏa sṛṣṭi karava; e āmāra kṛta oẏādā, āmi eṭā pālana karavai.","sedina akasamandalike gutiye phelavo, yebhave gutano haya likhita daphatara; yebhave ami prathama srstira sucana karechilama sebhave punaraya srsti karava; e amara krta oyada, ami eta palana karavai."
21,105,"āmi avaśyai lāohe māhaphuye yā likhāra tā lekhāra para nāyilakṛta āsamānī kitāve likhe diẏechi ye, āmāra sat karmaśīla vāndāgaṇa pṛthivīra adhikārī have.","ami avasyai laohe mahaphuye ya likhara ta lekhara para nayilakrta asamani kitave likhe diyechi ye, amara sat karmasila vandagana prthivira adhikari have."
21,106,niścaẏai ete raẏeche vāṇī se sampradāẏera janya yārā ivādata kare.,niscayai ete rayeche vani se sampradayera janya yara ivadata kare.
21,107,āmi to tomāke viśvajagatera prati kevala rahamatarūpei preraṇa karechi.,ami to tomake visvajagatera prati kevala rahamatarupei prerana karechi.
21,108,"vala: ‘āmāra prati oẏāhī haẏa ye, tomādera ilāh kevala ekai ilāh sutarāṃ tomarā ki ātmasamarpaṇakārī have?’","vala: ‘amara prati oyahi haya ye, tomadera ilah kevala ekai ilah sutaram tomara ki atmasamarpanakari havey’"
21,109,"yadi tārā mukha phiriẏe neẏa tumi vala, ‘āmi tomāderake yathāyathabhāve jāniẏe diẏechi evaṃ tomāderake ye viṣaẏera pratiśruti deẏā haẏeche, āmi jāni nā, tā nikaṭavartī, nā dūravartī.","yadi tara mukha phiriye neya tumi vala, ‘ami tomaderake yathayathabhave janiye diyechi evam tomaderake ye visayera pratisruti deya hayeche, ami jani na, ta nikatavarti, na duravarti."
21,110,"tini jānena, ye kathā vyakta kara evaṃ yā tomarā gopana kara.","tini janena, ye katha vyakta kara evam ya tomara gopana kara."
21,111,‘āmi jāni nā haẏato eṭā tomādera janya eka parīkṣā evaṃ jīvanopabhoga kichu kālera janya.’,‘ami jani na hayato eta tomadera janya eka pariksa evam jivanopabhoga kichu kalera janya.’
21,112,"rāsūla valechila, ‘he āmāra pratipālaka! tumi nyāẏera sāthe phāẏasālā kare dāo, āmādera pratipālaka to daẏāmaẏa, tomarā yā valacho se viṣaẏe ekamātra sahāẏasthala tinii.’","rasula valechila, ‘he amara pratipalaka! tumi nyayera sathe phayasala kare dao, amadera pratipalaka to dayamaya, tomara ya valacho se visaye ekamatra sahayasthala tinii.’"
22,1,he mānuṣa! bhaẏa kara tomādera pratipālakake; kiẏāmatera prakampana eka bhaẏaṃkara vyāpāra!,he manusa! bhaya kara tomadera pratipalakake; kiyamatera prakampana eka bhayamkara vyapara!
22,2,"yedina tomarā tā pratyakṣa karave se dina pratyeka stanyadātrī tāra dugdhapoṣya śiśuke bhule yāve evaṃ pratyeka garbhavatī tāra garbhapāta kare phelave; mānuṣake dekhave neśāgrasta avasthāẏa, athaca tārā neśāgrasta naẏa. vastuta āllāhara śāsti kaṭhina.","yedina tomara ta pratyaksa karave se dina pratyeka stanyadatri tara dugdhaposya sisuke bhule yave evam pratyeka garbhavati tara garbhapata kare phelave; manusake dekhave nesagrasta avasthaya, athaca tara nesagrasta naya. vastuta allahara sasti kathina."
22,3,"mānuṣera madhye kataka ajñānatāvaśata āllāha samvandhe vitaṇḍā kare evaṃ anusaraṇa kare pratyeka vidrohī śaẏatānera,","manusera madhye kataka ajnanatavasata allaha samvandhe vitanda kare evam anusarana kare pratyeka vidrohi sayatanera,"
22,4,"tāra samvandhe e niẏama kare deẏā haẏeche ye, ye keu tāra sāthe vandhutva karave se tāke pathabhraṣṭa karave evaṃ tāke paricālita karave prajjvalita agnira śāstira dike.","tara samvandhe e niyama kare deya hayeche ye, ye keu tara sathe vandhutva karave se take pathabhrasta karave evam take paricalita karave prajjvalita agnira sastira dike."
22,5,"he mānuṣa! punarutthāna samvandhe yadi tomarā sandihāna hao tave bheve dekha, āmi tomāderake sṛṣṭi karechi mṛttikā hate, tāra para śukra hate, tāra para ‘ālāka’ (jamāṭa rakta) hate, tārapara pūrṇākṛti athavā apūrṇākṛti gośatapiṇḍa hatena tomādera nikaṭa vyakta karāra janya. āmi yā icchā kari tā eka nirdiṣṭakālera janya mātṛgarbhe sthira rākhi, tārapara āmi tomāderake śiśurūpe vera kari, pare (lālana-pālana kari) yāte tomarā pariṇata vaẏase upanīta hao. tomādera madhye kārao kārao mṛtyu ghaṭāno haẏa evaṃ tomādera madhye kāuke kāuke pratyāvṛtta karā haẏa hīnatama vaẏase, yāra phale tārā yā kichu jānata se samvandhe tārā sajñāna thāke nā. tumi bhūmike dekha śuṣka, ataḥpara tāte āmi vāri varṣaṇa karale seṭā śasya-śyāmala haẏe āndolita o sphīta haẏa evaṃ udgata kare sarvaprakāra naẏanābhirāma udbhida;","he manusa! punarutthana samvandhe yadi tomara sandihana hao tave bheve dekha, ami tomaderake srsti karechi mrttika hate, tara para sukra hate, tara para ‘alaka’ (jamata rakta) hate, tarapara purnakrti athava apurnakrti gosatapinda hatena tomadera nikata vyakta karara janya. ami ya iccha kari ta eka nirdistakalera janya matrgarbhe sthira rakhi, tarapara ami tomaderake sisurupe vera kari, pare (lalana-palana kari) yate tomara parinata vayase upanita hao. tomadera madhye karao karao mrtyu ghatano haya evam tomadera madhye kauke kauke pratyavrtta kara haya hinatama vayase, yara phale tara ya kichu janata se samvandhe tara sajnana thake na. tumi bhumike dekha suska, atahpara tate ami vari varsana karale seta sasya-syamala haye andolita o sphita haya evam udgata kare sarvaprakara nayanabhirama udbhida;"
22,6,"eṭā e janya ye, niścaẏai āllāha satya evaṃ tini mṛtake jīvana dāna karena evaṃ tini sarvaviṣaẏe śaktimāna;","eta e janya ye, niscayai allaha satya evam tini mrtake jivana dana karena evam tini sarvavisaye saktimana;"
22,7,"evaṃ kiẏāmata avaśyai āsave, ete kona sandeha nei evaṃ kvavare yārā āche tāderake niścaẏa āllāha utthita karavena.","evam kiyamata avasyai asave, ete kona sandeha nei evam kvavare yara ache taderake niscaya allaha utthita karavena."
22,8,"mānuṣera madhye keu keu āllāha samvandhe vitaṇḍā kare; tādera nā āche jñāna, nā āche pathanirdeśa, nā āche kona dīptimāna kitāva.","manusera madhye keu keu allaha samvandhe vitanda kare; tadera na ache jnana, na ache pathanirdesa, na ache kona diptimana kitava."
22,9,(se vitaṇḍā kare) ghār̤a vā~kiẏe lokaderake āllāhara patha hate vibhrānta karāra janya. tāra janya lāñchanā āche duniẏāte evaṃ kiẏāmata divase āmi tāke āsvādana karāva dahana yantraṇā.,(se vitanda kare) ghara va~kiye lokaderake allahara patha hate vibhranta karara janya. tara janya lanchana ache duniyate evam kiyamata divase ami take asvadana karava dahana yantrana.
22,10,"(sedina tāke valā have) ‘eṭā tomāra kṛtakarmera phala, āllāha vāndādera prati juluma karena nā.’","(sedina take vala have) ‘eta tomara krtakarmera phala, allaha vandadera prati juluma karena na.’"
22,11,mānuṣera madhye keu keu āllāhara ivādata kare dvidhāra sāthe; tāra maṅgala hale tāte tāra mana praśānta haẏa evaṃ kona viparyaẏa ghaṭale se tāra pūrvāvasthāẏa phire yāẏa. se kṣatigrasta haẏa duniẏāte o ākhirāte; eṭā to suspaṣṭa kṣati.,manusera madhye keu keu allahara ivadata kare dvidhara sathe; tara mangala hale tate tara mana prasanta haya evam kona viparyaya ghatale se tara purvavasthaya phire yaya. se ksatigrasta haya duniyate o akhirate; eta to suspasta ksati.
22,12,"se āllāhara parivarte emana kichuke ḍāke yā tāra kona apakāra karate pāre nā, upakārao karate pāre nā; eṭā carama vibhrānti!","se allahara parivarte emana kichuke dake ya tara kona apakara karate pare na, upakarao karate pare na; eta carama vibhranti!"
22,13,se ḍāke emana kichuke yāra kṣati tāra upakāra apekṣā adhika nikaṭatara. katai nā nikṛṣṭa e abhibhāvaka evaṃ katai nā nikṛṣṭa e sahacara!,se dake emana kichuke yara ksati tara upakara apeksa adhika nikatatara. katai na nikrsta e abhibhavaka evam katai na nikrsta e sahacara!
22,14,"yārā īmāna āne o sat karma kare āllāha tāderake dākhila karavena jānnāte, yāra nimnadeśe nadīsamūha pravāhita; āllāha yā icchā tā-i karena.","yara imana ane o sat karma kare allaha taderake dakhila karavena jannate, yara nimnadese nadisamuha pravahita; allaha ya iccha ta-i karena."
22,15,"ye keu mane kare, āllāha tāke kakhanai duniẏā o ākhirāte sāhāyya karavena nā, se oparera dike ekaṭi raśite phā~sa diẏe jhuliẏe dika, pare tā vicchinna karuka; ataḥpara dekhuka tāra praceṣṭā tāra ākrośera kāraṇa dūra kare ki-nā.","ye keu mane kare, allaha take kakhanai duniya o akhirate sahayya karavena na, se oparera dike ekati rasite pha~sa diye jhuliye dika, pare ta vicchinna karuka; atahpara dekhuka tara pracesta tara akrosera karana dura kare ki-na."
22,16,ebhāve āmi suspaṣṭa nidarśanarūpe kuraāna avatīrṇa karechi; āra āllāha yāke icchā sat patha pradarśana karena.,ebhave ami suspasta nidarsanarupe kuraana avatirna karechi; ara allaha yake iccha sat patha pradarsana karena.
22,17,"yārā īmāna eneche evaṃ yārā iẏāhūdī haẏeche, yārā sāviẏī, khṛṣṭāna o agnipūjaka evaṃ yārā muśarika haẏeche, kiẏāmatera dina āllāha tādera madhye phāẏasālā kare devena. āllāha samasta kichura samyaka pratyakṣakārī.","yara imana eneche evam yara iyahudi hayeche, yara saviyi, khrstana o agnipujaka evam yara musarika hayeche, kiyamatera dina allaha tadera madhye phayasala kare devena. allaha samasta kichura samyaka pratyaksakari."
22,18,"tumi ki dekha nā ye, āllāhake sājadāh kare yā kichu āche ākāśamaṇḍalīte o pṛthivīte, sūrya, candra, nakṣatrarāji, parvatamālā, vṛkṣalatā, jīvajantu evaṃ sājdāh kare mānuṣera madhye aneke? āvāra anekera prati avadhārita haẏeche śāsti. āllāha yāke lāñchita karena tāra sammānadātā keu nei; āllāha yā icchā tāi karena.","tumi ki dekha na ye, allahake sajadah kare ya kichu ache akasamandalite o prthivite, surya, candra, naksatraraji, parvatamala, vrksalata, jivajantu evam sajdah kare manusera madhye anekey avara anekera prati avadharita hayeche sasti. allaha yake lanchita karena tara sammanadata keu nei; allaha ya iccha tai karena."
22,19,"erā du’ṭi vivadamāna pakṣa, tārā tādera pratipālaka samvandhe vitarka kare; yārā kupharī kare tādera janya prastuta karā haẏeche āgunera pośāka, tādera māthāra opara ḍhele deẏā have phuṭanta pāni,","era du’ti vivadamana paksa, tara tadera pratipalaka samvandhe vitarka kare; yara kuphari kare tadera janya prastuta kara hayeche agunera posaka, tadera mathara opara dhele deya have phutanta pani,"
22,20,yā dvārā tādera udare yā āche tā evaṃ tādera carma vigalita karā have.,ya dvara tadera udare ya ache ta evam tadera carma vigalita kara have.
22,21,evaṃ tādera janya thākave lauha nirmita hātur̤isamūha.,evam tadera janya thakave lauha nirmita haturisamuha.
22,22,yakhanai tārā yantraṇākātara haẏe jāāhānnāma hate vera hate cāive takhana tāderake phiriẏe deẏā have tāte; (tāderake valā have) ‘āsvādana kara dahanayantraṇā.’,yakhanai tara yantranakatara haye jaahannama hate vera hate caive takhana taderake phiriye deya have tate; (taderake vala have) ‘asvadana kara dahanayantrana.’
22,23,"yārā īmāna āne o sat karma kare āllāha tāderake dākhila karāvena jānnāte yāra pādadeśe nadī pravāhita, sethāẏa tāderake alaṅkṛta karā have sonāra vālā o muktā dvārā evaṃ sethāẏa tādera pośāka-paricchada have reśamera.","yara imana ane o sat karma kare allaha taderake dakhila karavena jannate yara padadese nadi pravahita, sethaya taderake alankrta kara have sonara vala o mukta dvara evam sethaya tadera posaka-paricchada have resamera."
22,24,tāderake pavitra vākyera anugāmī karā haẏechila phale tārā paricālita haẏechila parama praśaṃsābhājana āllāhara pathe.,taderake pavitra vakyera anugami kara hayechila phale tara paricalita hayechila parama prasamsabhajana allahara pathe.
22,25,"yārā kupharī kare evaṃ mānuṣake vādhā deẏa āllāhara patha hate o māsajidula hārāma hate, yā āmi karechi sthānīẏa o vahirāgata sakalera janya samāna, āra ye icchā kare sīmālaṃghana kare tāte pāpa kāryera, tāke āmi āsvādana karāva yantraṇādāẏaka śāsti.","yara kuphari kare evam manusake vadha deya allahara patha hate o masajidula harama hate, ya ami karechi sthaniya o vahiragata sakalera janya samana, ara ye iccha kare simalamghana kare tate papa karyera, take ami asvadana karava yantranadayaka sasti."
