surah,ayah,latin_iast,latin_ascii
9,12,cuktira para tārā yadi tādera pratiśra“ti bhaṅga kare o tomādera dīna samvandhe vidraƒpa kare tave kāphiradera pradhānadera sāthe yuddha kara; erā emana loka yādera kona pratiśra“ti vahāla nei; yena tārā virata thāke.,cuktira para tara yadi tadera pratisra“ti bhanga kare o tomadera dina samvandhe vidraƒpa kare tave kaphiradera pradhanadera sathe yuddha kara; era emana loka yadera kona pratisra“ti vahala nei; yena tara virata thake.
9,13,"tomarā ki se sampradāẏera sāthe yuddha karave nā, yārā nijedera pratiśra“ti bhaṅga kareche o rāsūlake vahiṣkārera janya saṃkalpa kareche? tārāi prathama tomādera viruddhācaraṇa kareche. tomarā ki tāderake bhaẏa kara? āllāhai veśi hakadāra ye, tomarā tā~ke bhaẏa karave yadi tomarā mu’mina hao.","tomara ki se sampradayera sathe yuddha karave na, yara nijedera pratisra“ti bhanga kareche o rasulake vahiskarera janya samkalpa karechey tarai prathama tomadera viruddhacarana kareche. tomara ki taderake bhaya karay allahai vesi hakadara ye, tomara ta~ke bhaya karave yadi tomara mu’mina hao."
9,14,"tomarā tādera sāthe yuddha kara. tomādera haste āllāha tāderake śāsti devena, tāderake lāñchita karavena, tādera opara tomāderake vijaẏī karavena o mu’minadera hṛdaẏa praśānta karavena,","tomara tadera sathe yuddha kara. tomadera haste allaha taderake sasti devena, taderake lanchita karavena, tadera opara tomaderake vijayi karavena o mu’minadera hrdaya prasanta karavena,"
9,15,"evaṃ tini tādera antarera kṣobha dūra karavena. āllāha yāke icchā tāra prati kṣamāparāẏaṇa hana, āllāha sarvajña, prajñāmaẏa.","evam tini tadera antarera ksobha dura karavena. allaha yake iccha tara prati ksamaparayana hana, allaha sarvajna, prajnamaya."
9,16,"tomarā ki mane kara ye, tomāderake emanii cher̤e deẏā have? yatakṣaṇa paryanta āllāha jene nā nevena, tomādera madhye kārā mujāhida evaṃ kārā āllāha, tā~ra rāsūla o mu’minagaṇa vyatīta anya kāukeo antaraṅga vandhurūpe grahaṇa kareni. tomarā yā kara se samvandhe āllāha saviśeṣa avahita.","tomara ki mane kara ye, tomaderake emanii chere deya havey yataksana paryanta allaha jene na nevena, tomadera madhye kara mujahida evam kara allaha, ta~ra rasula o mu’minagana vyatita anya kaukeo antaranga vandhurupe grahana kareni. tomara ya kara se samvandhe allaha savisesa avahita."
9,17,muśarikarā yakhana nijerāi nijedera kupharī svīkāra kare takhana tārā āllāhara māsajidera rakṣaṇāvekṣaṇa karave- emana hate pāre nā. tārā emana yādera samasta karma vyartha haẏe geche evaṃ tārā agnitei sthāẏībhāve avasthāna karave.,musarikara yakhana nijerai nijedera kuphari svikara kare takhana tara allahara masajidera raksanaveksana karave- emana hate pare na. tara emana yadera samasta karma vyartha haye geche evam tara agnitei sthayibhave avasthana karave.
9,18,"tārāi to āllāhara māsajidera rakṣaṇāvekṣaṇa karave, yārā īmāna āne āllāha o ākhirāte evaṃ sālāta kāẏema kare, yākāta deẏa evaṃ āllāha vyatīta anya kāuke bhaẏa kare nā. ataeva āśā karā yāẏa, tārā have sat pathaprāptadera antarbhukta.","tarai to allahara masajidera raksanaveksana karave, yara imana ane allaha o akhirate evam salata kayema kare, yakata deya evam allaha vyatita anya kauke bhaya kare na. ataeva asa kara yaya, tara have sat pathapraptadera antarbhukta."
9,19,hājīdera janya pāni saravarāha evaṃ māsajide hārāmera rakṣaṇāvekṣaṇa karāke tomarā ki tādera puṇyera samāna mane kara yārā āllāha o ākhirātera prati īmāna āne evaṃ āllāhara pathe jihāda kare? āllāhara nikaṭa tārā samatulya naẏa. āllāha yālima sampradāẏake sat patha pradarśana karena nā.,hajidera janya pani saravaraha evam masajide haramera raksanaveksana karake tomara ki tadera punyera samana mane kara yara allaha o akhiratera prati imana ane evam allahara pathe jihada karey allahara nikata tara samatulya naya. allaha yalima sampradayake sat patha pradarsana karena na.
9,20,"yārā īmāna āne, hijarata kare evaṃ nijedera sampada o nijedera jīvana dvārā āllāhara pathe jihāda kare tārā āllāhara nikaṭa maryādāẏa śreṣṭha, āra tārāi saphalakāma.","yara imana ane, hijarata kare evam nijedera sampada o nijedera jivana dvara allahara pathe jihada kare tara allahara nikata maryadaya srestha, ara tarai saphalakama."
9,21,"tādera pratipālaka tāderake susaṃvāda dicchena svīẏa daẏā o santoṣera evaṃ jānnātera, yekhāne āche tādera janya sthāẏī sukha-śānti.","tadera pratipalaka taderake susamvada dicchena sviya daya o santosera evam jannatera, yekhane ache tadera janya sthayi sukha-santi."
9,22,sethāẏa tārā cirasthāẏī thākave. niścaẏai āllāhara nikaṭa āche mahāpuraskāra.,sethaya tara cirasthayi thakave. niscayai allahara nikata ache mahapuraskara.
9,23,"he mu’minagaṇa! tomādera pitā o bhrātā yadi īmānera ceẏe kupharīke veśi bhālavāse, tave tāderake antaraṅga vandhurūpe grahaṇa kara nā. tomādera madhye yārā tāderake antaraṅga vandhurūpe grahaṇa kare tārāi yālima.","he mu’minagana! tomadera pita o bhrata yadi imanera ceye kupharike vesi bhalavase, tave taderake antaranga vandhurupe grahana kara na. tomadera madhye yara taderake antaranga vandhurupe grahana kare tarai yalima."
9,24,"vala: ‘tomādera nikaṭa yadi āllāha, tā~ra rāsūla evaṃ āllāhara pathe jihāda karā apekṣā adhika priẏa haẏa tomādera pitā, tomādera santāna, tomādera bhrātā, tomādera patmī, tomādera svagoṣṭhī, tomādera arjita sampada, tomādera vyavasā-vāṇijya yāra mandā par̤āra āśaṃkā kara evaṃ tomādera vāsasthāna yā tomarā bhālavāsa, tave apekṣā kara āllāhara vidhāna āsā paryanta’ āllāha satyatyāgī sampradāẏake sat patha pradarśana karena nā.","vala: ‘tomadera nikata yadi allaha, ta~ra rasula evam allahara pathe jihada kara apeksa adhika priya haya tomadera pita, tomadera santana, tomadera bhrata, tomadera patmi, tomadera svagosthi, tomadera arjita sampada, tomadera vyavasa-vanijya yara manda parara asamka kara evam tomadera vasasthana ya tomara bhalavasa, tave apeksa kara allahara vidhana asa paryanta’ allaha satyatyagi sampradayake sat patha pradarsana karena na."
9,25,niścaẏai āllāha tomāderake sāhāyya karechena vahu kṣetre evaṃ hunāẏanera yuddhera dine yakhana tomāderake utphulla karechila tomādera saṃkhyādhikya; kintu seṭā tomādera kona kāje āseni evaṃ pṛthivī vistṛta haoẏā sattveo tomādera janya tā saṃkucita haẏechila o pare tomarā pṛṣṭha pradarśana kare palāẏana karechile.,niscayai allaha tomaderake sahayya karechena vahu ksetre evam hunayanera yuddhera dine yakhana tomaderake utphulla karechila tomadera samkhyadhikya; kintu seta tomadera kona kaje aseni evam prthivi vistrta haoya sattveo tomadera janya ta samkucita hayechila o pare tomara prstha pradarsana kare palayana karechile.
9,26,ataḥpara āllāha tā~ra pakṣa theke tā~ra rāsūla o mu’minadera opara praśānti nāyila karalena evaṃ emana eka sainyavāhinī avatīrṇa karalena yā tomarā dekhate pāoni evaṃ tini kāphiraderake śāsti pradāna karalena; eṭāi kāphiradera karmaphala.,atahpara allaha ta~ra paksa theke ta~ra rasula o mu’minadera opara prasanti nayila karalena evam emana eka sainyavahini avatirna karalena ya tomara dekhate paoni evam tini kaphiraderake sasti pradana karalena; etai kaphiradera karmaphala.
9,27,"erapareo yāke icchā āllāha tāovāha kavūla karena; āllāha ati kṣamāśīla, parama daẏālu.","erapareo yake iccha allaha taovaha kavula karena; allaha ati ksamasila, parama dayalu."
9,28,"he mu’minagaṇa! niścaẏai muśarikarā apavitra; sutarāṃ e vatsarera para tārā yena māsajide hārāmera nikaṭa nā āse. yadi tomarā dāridrera āśaṅkā kara tave āllāha icchā karale acirei tā~ra nija karuṇāẏa tomāderake abhāvamukta karavena. niścaẏai āllāha sarvajña, prajñāmaẏa.","he mu’minagana! niscayai musarikara apavitra; sutaram e vatsarera para tara yena masajide haramera nikata na ase. yadi tomara daridrera asanka kara tave allaha iccha karale acirei ta~ra nija karunaya tomaderake abhavamukta karavena. niscayai allaha sarvajna, prajnamaya."
9,29,"yāderake kitāva deẏā haẏeche tādera madhye yārā āllāhate īmāna āne nā o śeṣadineo naẏa evaṃ āllāha o tā~ra rāsūla yā hārāma karena tārā tā hārāma gaṇya kare nā evaṃ satya dīna anusaraṇa kare nā tādera sāthe yuddha kara, ye paryanta nā tārā nata haẏe svahaste jiyẏā deẏa.","yaderake kitava deya hayeche tadera madhye yara allahate imana ane na o sesadineo naya evam allaha o ta~ra rasula ya harama karena tara ta harama ganya kare na evam satya dina anusarana kare na tadera sathe yuddha kara, ye paryanta na tara nata haye svahaste jiyya deya."
9,30,"iẏāhūdīgaṇa vale: ‘uyāẏera āllāhara putra’, evaṃ khrisṭānagaṇa vale: ‘māsīha āllāhara putra.’ seṭā tādera mukhera kathā. pūrve yārā kupharī karechila tārā tādera mata kathā vale. āllāha tāderake dhvaṃsa karuka. satya tyāga kare kibhāve tārā vātilera dike yācche!","iyahudigana vale: ‘uyayera allahara putra’, evam khristanagana vale: ‘masiha allahara putra.’ seta tadera mukhera katha. purve yara kuphari karechila tara tadera mata katha vale. allaha taderake dhvamsa karuka. satya tyaga kare kibhave tara vatilera dike yacche!"
9,31,tārā āllāha vyatīta tādera paṇḍita o saṃsāra-virāgiderake prabhurūpe grahaṇa kareche evaṃ māriẏāma-tanaẏa māsīhkeo. athaca tārā eka ilāhera ‘ivādata karāra janyai ādiṣṭa haẏechila. tini vyatīta anya kona satya mā‘vūda nei. tārā yāke śarīka sthira kare tā hate tini pavitra!,tara allaha vyatita tadera pandita o samsara-viragiderake prabhurupe grahana kareche evam mariyama-tanaya masihkeo. athaca tara eka ilahera ‘ivadata karara janyai adista hayechila. tini vyatita anya kona satya ma‘vuda nei. tara yake sarika sthira kare ta hate tini pavitra!
9,32,tārā tādera mukhera phutkāre āllāhara jyoti nibhiẏe dite cāẏa. kāphiragaṇa aprītikara mane karaleo āllāha tā~ra jyotira pūrṇa udbhāsana karavena.,tara tadera mukhera phutkare allahara jyoti nibhiye dite caya. kaphiragana apritikara mane karaleo allaha ta~ra jyotira purna udbhasana karavena.
9,33,tinii se sattvā yini tā~ra rāsūlake pāṭhiẏechena supatha o satya dīna sahakāre sakala dīnera opara eke vijaẏī karāra janya yadio muśarikarā tā apachanda kare.,tinii se sattva yini ta~ra rasulake pathiyechena supatha o satya dina sahakare sakala dinera opara eke vijayi karara janya yadio musarikara ta apachanda kare.
9,34,he mu’minagaṇa! paṇḍita evaṃ saṃsāra-virāgīdera madhye anekei lokera dhana-sampada anyāẏabhāve bhoga kare evaṃ lokake āllāhara patha hate nivṛtta kare. āra yārā svarṇa o raupya puñjībhūta kare evaṃ seṭā āllāhara pathe vyaẏa kare nā tāderake yantraṇādāẏaka śāstira susaṃvāda dāo.,he mu’minagana! pandita evam samsara-viragidera madhye anekei lokera dhana-sampada anyayabhave bhoga kare evam lokake allahara patha hate nivrtta kare. ara yara svarna o raupya punjibhuta kare evam seta allahara pathe vyaya kare na taderake yantranadayaka sastira susamvada dao.
9,35,"yedina jāhānnāmera agnite seṭā uttapta karā have evaṃ seṭā dvārā tādera kapāla, pārśvadeśa o pṛṣṭhadeśe dāga deẏā have sedina valā have: ‘eṭāi tā yā tomarā nijedera janya puñjībhūta karechile. sutarāṃ tomarā yā puñjībhūta karechile tā āsvādana kara.’","yedina jahannamera agnite seta uttapta kara have evam seta dvara tadera kapala, parsvadesa o prsthadese daga deya have sedina vala have: ‘etai ta ya tomara nijedera janya punjibhuta karechile. sutaram tomara ya punjibhuta karechile ta asvadana kara.’"
9,36,"niścaẏai ākāśamaṇḍalī o pṛthivī sṛṣṭira dina hatei āllāhara vidhāne āllāhara nikaṭa māsagulora saṃkhyā vāraṭi, tanmadhye cāraṭi niṣiddha māsa, eṭāi supratiṣṭhita vidhāna. sutarāṃ tāra madhye tomarā nijedera prati juluma kara nā evaṃ tomarā muśarikadera sāthe sarvātmakabhāve yuddha kara, yemana tārā tomādera viruddhe sarvātmakabhāve yuddha kare evaṃ jene rākha, niścaẏai āllāha muttākīdera saṅge āchena.","niscayai akasamandali o prthivi srstira dina hatei allahara vidhane allahara nikata masagulora samkhya varati, tanmadhye carati nisiddha masa, etai supratisthita vidhana. sutaram tara madhye tomara nijedera prati juluma kara na evam tomara musarikadera sathe sarvatmakabhave yuddha kara, yemana tara tomadera viruddhe sarvatmakabhave yuddha kare evam jene rakha, niscayai allaha muttakidera sange achena."
9,37,"niṣiddha māsake pichiẏe deẏā kevala kupharīra vṛddhi karā yā dvārā kāphiragaṇake (śaẏatāna) vibhrānta kare. tārā ekaṭi māsake kona vatsara vaidha kare evaṃ kona vatsara avaidha kare yāte tārā āllāhara niṣiddha māsagulora gaṇanā pūrṇa karate pāre, anantara āllāha yā hārāma karechena tārā tā hālāla kare neẏa. tādera manda kājagulo tādera janya śobhanīẏa karā haẏeche; āllāha kāphira sampradāẏake sat patha pradarśana karena nā.","nisiddha masake pichiye deya kevala kupharira vrddhi kara ya dvara kaphiraganake (sayatana) vibhranta kare. tara ekati masake kona vatsara vaidha kare evam kona vatsara avaidha kare yate tara allahara nisiddha masagulora ganana purna karate pare, anantara allaha ya harama karechena tara ta halala kare neya. tadera manda kajagulo tadera janya sobhaniya kara hayeche; allaha kaphira sampradayake sat patha pradarsana karena na."
9,38,"he mu’minagaṇa! tomādera kī hala ye, yakhana tomāderake āllāhara pathe (jihāde) vera hate valā haẏa takhana tomarā bhārākrānta haẏe māṭite vase par̤a? tomarā ki ākhirātera parivarte pārthiva jīvanake prādhānya diccha? ākhirātera tulanāẏa pārthiva jīvanera bhogera upakaraṇa khuvai kama!","he mu’minagana! tomadera ki hala ye, yakhana tomaderake allahara pathe (jihade) vera hate vala haya takhana tomara bharakranta haye matite vase paray tomara ki akhiratera parivarte parthiva jivanake pradhanya dicchay akhiratera tulanaya parthiva jivanera bhogera upakarana khuvai kama!"
9,39,"yadi tomarā abhiyāne vera nā hao, tave tini tomāderake yantraṇādāẏaka śāsti devena āra apara jātike tomādera sthalābhiṣikta karavena evaṃ tomarā tā~ra konai kṣati karate pārave nā. āllāha sarvaviṣaẏe sarvaśaktimāna.","yadi tomara abhiyane vera na hao, tave tini tomaderake yantranadayaka sasti devena ara apara jatike tomadera sthalabhisikta karavena evam tomara ta~ra konai ksati karate parave na. allaha sarvavisaye sarvasaktimana."
9,40,"yadi tomarā tāke (rāsūlake) sāhāyya nā kara, tave āllāha to tāke sāhāyya karechilena yakhana kāphiragaṇa tāke vahiṣkāra karechila evaṃ se chila du’janera ekajana, yakhana tārā ubhaẏe guhāra madhye chila; se takhana tāra saṅgīke valechila, ‘cintā kara nā, niścaẏai āllāha āmādera saṅge āchena.’ ataḥpara āllāha tāra opara tā~ra praśānti varṣaṇa karalena evaṃ tāke śaktiśālī karalena emana eka sainyavāhinī dvārā yā tomarā dekhani evaṃ tini kāphiradera kathā heẏa karalena. āllāhara kathāi suucca evaṃ āllāha parākramaśālī, prajñāmaẏa.","yadi tomara take (rasulake) sahayya na kara, tave allaha to take sahayya karechilena yakhana kaphiragana take vahiskara karechila evam se chila du’janera ekajana, yakhana tara ubhaye guhara madhye chila; se takhana tara sangike valechila, ‘cinta kara na, niscayai allaha amadera sange achena.’ atahpara allaha tara opara ta~ra prasanti varsana karalena evam take saktisali karalena emana eka sainyavahini dvara ya tomara dekhani evam tini kaphiradera katha heya karalena. allahara kathai suucca evam allaha parakramasali, prajnamaya."
9,41,"abhiyāne vera haẏe par̤a, hālakā avasthāẏa hoka athavā bhāri avasthāẏa evaṃ saṃgrāma kara āllāhara pathe tomādera sampada o jīvana dvārā. eṭāi tomādera janya śreẏa, yadi tomarā jānate!","abhiyane vera haye para, halaka avasthaya hoka athava bhari avasthaya evam samgrama kara allahara pathe tomadera sampada o jivana dvara. etai tomadera janya sreya, yadi tomara janate!"
9,42,"āśu sampada lābhera sambhāvanā thākale o saphara sahaja hale tārā niścaẏai tomāra anusaraṇa karata, kintu tādera nikaṭa yātrāpatha dīrgha mane hala. tārā acirei āllāhara nāme śapatha kare valave, ‘pārale āmarā niścaẏai tomādera saṅge vera hatāma.’ tārā nijederakei dhvaṃsa kare. āllāha jānena tārā avaśyai mithyācārī.","asu sampada labhera sambhavana thakale o saphara sahaja hale tara niscayai tomara anusarana karata, kintu tadera nikata yatrapatha dirgha mane hala. tara acirei allahara name sapatha kare valave, ‘parale amara niscayai tomadera sange vera hatama.’ tara nijederakei dhvamsa kare. allaha janena tara avasyai mithyacari."
9,43,āllāha tomāke kṣamā karechena. kārā satyavādī tā tomāra nikaṭa spaṣṭa nā haoẏā paryanta evaṃ kārā mithyāvādī tā nā jānā paryanta tumi kena tāderake avyāhati dile?,allaha tomake ksama karechena. kara satyavadi ta tomara nikata spasta na haoya paryanta evam kara mithyavadi ta na jana paryanta tumi kena taderake avyahati diley
9,44,yārā āllāha o śeṣa divasera prati īmāna āne tārā nija sampada o jīvana dvārā jihāda theke avyāhati pāvāra prārthanā tomāra nikaṭa kare nā. āllāha muttākīdera samvandhe saviśeṣa avahita.,yara allaha o sesa divasera prati imana ane tara nija sampada o jivana dvara jihada theke avyahati pavara prarthana tomara nikata kare na. allaha muttakidera samvandhe savisesa avahita.
9,45,tomāra nikaṭa avyāhati prārthanā kare kevala tārāi yārā āllāha o śeṣa divase īmāna āne nā evaṃ yādera antara saṃśaẏayukta. tārā to āpana saṃśaẏe dvidhāgrasta.,tomara nikata avyahati prarthana kare kevala tarai yara allaha o sesa divase imana ane na evam yadera antara samsayayukta. tara to apana samsaye dvidhagrasta.
9,46,"tārā vera hate cāile niścaẏai tāra janya prastuti grahaṇa karata, kintu tādera abhiyātrā āllāha apachanda karalena. sutarāṃ tini tāderake virata rākhalena evaṃ tāderake valā hala, ‘yārā vase āche tādera sāthe vase thāka.’","tara vera hate caile niscayai tara janya prastuti grahana karata, kintu tadera abhiyatra allaha apachanda karalena. sutaram tini taderake virata rakhalena evam taderake vala hala, ‘yara vase ache tadera sathe vase thaka.’"
9,47,tārā tomādera sāthe vera hale tomādera vibhrāntii vṛddhi karata evaṃ tomādera madhye phitnā sṛṣṭira uddeśye tomādera madhye chuṭāchuṭi karata. tomādera madhye tādera janya kathā śunāra loka āche. āllāha yālimadera samvandhe saviśeṣa avahita.,tara tomadera sathe vera hale tomadera vibhrantii vrddhi karata evam tomadera madhye phitna srstira uddesye tomadera madhye chutachuti karata. tomadera madhye tadera janya katha sunara loka ache. allaha yalimadera samvandhe savisesa avahita.
9,48,pūrveo tārā phitnā sṛṣṭi karate ceẏechila evaṃ tārā tomāra vahu karme ulaṭa-pālaṭa karechila yatakṣaṇa nā tādera icchāra viruddhe satya āsala evaṃ āllāhara ādeśa vijaẏī hala. āra tārā chila apachandakārī.,purveo tara phitna srsti karate ceyechila evam tara tomara vahu karme ulata-palata karechila yataksana na tadera icchara viruddhe satya asala evam allahara adesa vijayi hala. ara tara chila apachandakari.
9,49,"evaṃ tādera madhye emana loka āche ye vale, ‘āmāke avyāhati dāo evaṃ āmāke phetanāẏa phela nā.’ sāvadhāna! tārāi phetanāte par̤e āche. jāhānnāma kāphiraderake veṣṭana karei āche.","evam tadera madhye emana loka ache ye vale, ‘amake avyahati dao evam amake phetanaya phela na.’ savadhana! tarai phetanate pare ache. jahannama kaphiraderake vestana karei ache."
9,50,"tomāra maṅgala hale tā tāderake pīr̤ā deẏa evaṃ tomāra vipada ghaṭale tārā vale, ‘āmarā to pūrvei āmādera vyāpāre satarkatā avalamvana karechilāma’ evaṃ tārā utphulla citte sare par̤e.","tomara mangala hale ta taderake pira deya evam tomara vipada ghatale tara vale, ‘amara to purvei amadera vyapare satarkata avalamvana karechilama’ evam tara utphulla citte sare pare."
9,51,vala: ‘āmādera janya āllāha yā nirdiṣṭa karechena tā vyatīta āmādera anya kichu have nā; tini ekamātra āmādera karmavidhāẏaka evaṃ āllāhara oparai mu’minadera nirbhara karā ucita.’,vala: ‘amadera janya allaha ya nirdista karechena ta vyatita amadera anya kichu have na; tini ekamatra amadera karmavidhayaka evam allahara oparai mu’minadera nirbhara kara ucita.’
9,52,"vala: ‘tomarā āmādera du’ṭi maṅgalera ekaṭira pratīkṣā karacha evaṃ āmarā pratīkṣā karachi ye, āllāha tomāderake śāsti devena sarāsari nija pakṣa hate athavā āmādera hasta dvārā. ataeva tomarā pratīkṣā kara, āmarāo tomādera sāthe pratīkṣā karachi.’","vala: ‘tomara amadera du’ti mangalera ekatira pratiksa karacha evam amara pratiksa karachi ye, allaha tomaderake sasti devena sarasari nija paksa hate athava amadera hasta dvara. ataeva tomara pratiksa kara, amarao tomadera sathe pratiksa karachi.’"
9,53,"vala: ‘tomarā icchākṛta vyaẏa kara athavā anicchākṛta, tomādera nikaṭa hate tā kichutei gṛhīta have nā; niścaẏai tomarā satyatyāgī sampradāẏa.’","vala: ‘tomara icchakrta vyaya kara athava anicchakrta, tomadera nikata hate ta kichutei grhita have na; niscayai tomara satyatyagi sampradaya.’"
9,54,"tādera artha sāhāyya grahaṇa karā niṣedha karā haẏeche ejanya ye, tārā āllāha o tā~ra rāsūlake asvīkāra kare, sālāte alasatāra sāthe upasthita haẏa evaṃ anicchākṛtabhāve artha diẏe sāhāyya kare.","tadera artha sahayya grahana kara nisedha kara hayeche ejanya ye, tara allaha o ta~ra rasulake asvikara kare, salate alasatara sathe upasthita haya evam anicchakrtabhave artha diye sahayya kare."
9,55,"sutarāṃ tādera sampada o santāna-santati tomāke yena āścarya nā kare, āllāha tāra dvārāi tāderake pārthiva jīvane śāsti dite cāna. tārā kāphira thākā avasthāẏa tādera ātmā dehatyāga karave.","sutaram tadera sampada o santana-santati tomake yena ascarya na kare, allaha tara dvarai taderake parthiva jivane sasti dite cana. tara kaphira thaka avasthaya tadera atma dehatyaga karave."
9,56,"tārā āllāhara nāme śapatha kare ye, tārā tomāderai antarbhukta, kintu tārā tomādera antarbhukta naẏa, vastuta tārā emana eka sampradāẏa yārā bhaẏa kare thāke.","tara allahara name sapatha kare ye, tara tomaderai antarbhukta, kintu tara tomadera antarbhukta naya, vastuta tara emana eka sampradaya yara bhaya kare thake."
9,57,tārā yadi kona āśraẏasthala athavā giriguhā kiṃvā māthā geā~jāra ṭhā~i peta tāhale tārā druta vege sedike phire yeta.,tara yadi kona asrayasthala athava giriguha kimva matha gea~jara tha~i peta tahale tara druta vege sedike phire yeta.
9,58,"āra tādera madhye emana kataka loka raẏeche yārā sadākāra (vaṇṭana) vyāpāre tomāra prati doṣāropa kare, ataḥpara yadi ai samasta sadākā hate kichu (aṃśa) tāderake deẏā haẏa tave tārā santuṣṭa haẏa, āra yadi tārā tā theke (aṃśa) nā pāẏa tave tārā asantuṣṭa haẏe yāẏa.","ara tadera madhye emana kataka loka rayeche yara sadakara (vantana) vyapare tomara prati dosaropa kare, atahpara yadi ai samasta sadaka hate kichu (amsa) taderake deya haya tave tara santusta haya, ara yadi tara ta theke (amsa) na paya tave tara asantusta haye yaya."
9,59,"bhāla hata yadi tārā āllāha o tā~ra rāsūla tāderake yā diẏechena tāte parituṣṭa hata evaṃ valata, ‘āllāhai āmādera janya yatheṣṭa, acirei āllāha āmāderake devena tā~ra nija karuṇāẏa evaṃ tā~ra rāsūlao; āmarā āllāharai prati anurakta.’","bhala hata yadi tara allaha o ta~ra rasula taderake ya diyechena tate paritusta hata evam valata, ‘allahai amadera janya yathesta, acirei allaha amaderake devena ta~ra nija karunaya evam ta~ra rasulao; amara allaharai prati anurakta.’"
9,60,"sadakāha (yākāta) kevala niḥsva, abhāvagrasta o tatsaṃśliṣṭa karmacārīdera janya, yādera hṛdaẏa ākarṣaṇa karā haẏa tādera janya, dāsamuktira janya, ṛṇa grasthadera, āllāhara pathe o musāphiradera janya. eṭā āllāhara pakṣa theke nirdhārita pharaya. āllāha sarvajña, prajñāmaẏa.","sadakaha (yakata) kevala nihsva, abhavagrasta o tatsamslista karmacaridera janya, yadera hrdaya akarsana kara haya tadera janya, dasamuktira janya, rna grasthadera, allahara pathe o musaphiradera janya. eta allahara paksa theke nirdharita pharaya. allaha sarvajna, prajnamaya."
9,61,evaṃ tādera madhye emanao loka āche yārā nāvīke kaṣṭa deẏa evaṃ vale: ‘se karṇapātakārī.’ vala: ‘tāra kāna tomādera janya yā maṅgala tāi śune.’ se āllāhate īmāna āne evaṃ mu’minaderake viśvāsa kare; tomādera madhye yārā mu’mina tini tādera janya rāhamātasvarūpa evaṃ yārā āllāhara rāsūlake kaṣṭa deẏa tādera janya āche yantraṇādāẏaka śāsti.,evam tadera madhye emanao loka ache yara navike kasta deya evam vale: ‘se karnapatakari.’ vala: ‘tara kana tomadera janya ya mangala tai sune.’ se allahate imana ane evam mu’minaderake visvasa kare; tomadera madhye yara mu’mina tini tadera janya rahamatasvarupa evam yara allahara rasulake kasta deya tadera janya ache yantranadayaka sasti.
9,62,"tārā tomāderake santuṣṭa karāra janya tomādera nikaṭa āllāhara nāme śapatha kare. āllāha o tā~ra rāsūla adhika hakadāra ye, tārā tāderakei santuṣṭa karave yadi tārā mu’mina haẏa.","tara tomaderake santusta karara janya tomadera nikata allahara name sapatha kare. allaha o ta~ra rasula adhika hakadara ye, tara taderakei santusta karave yadi tara mu’mina haya."
9,63,"tārā ki jāne nā, ye vyakti āllāha o tā~ra rāsūlera virodhitā kare tāra janya āche jāhānnāmera agni, yethāẏa se sthāẏī have? seṭāi carama lāñchanā.","tara ki jane na, ye vyakti allaha o ta~ra rasulera virodhita kare tara janya ache jahannamera agni, yethaya se sthayi havey setai carama lanchana."
9,64,"munāphikerā bhaẏa kare, tādera samparke emana eka sūrā avatīrṇa haẏe yete pāre, yā tādera antarera kathā prakāśa kare deve! vala: ‘vidraƒpa karate thāka; tomarā yā bhaẏa kara niścaẏai āllāha tā prakāśa kare devena.’","munaphikera bhaya kare, tadera samparke emana eka sura avatirna haye yete pare, ya tadera antarera katha prakasa kare deve! vala: ‘vidraƒpa karate thaka; tomara ya bhaya kara niscayai allaha ta prakasa kare devena.’"
9,65,"evaṃ tumi tāderake praśna karale tārā niścaẏai valave: ‘āmarā to ālāpa-ālocanā o krīr̤ā-kautuka karachilāma.’ vala: ‘tomarā ki āllāha, tā~ra nidarśana o tā~ra rāsūlake niẏe vidraƒpa karachile?","evam tumi taderake prasna karale tara niscayai valave: ‘amara to alapa-alocana o krira-kautuka karachilama.’ vala: ‘tomara ki allaha, ta~ra nidarsana o ta~ra rasulake niye vidraƒpa karachiley"
9,66,tomarā oyara peśa karāra ceṣṭā kara nā. tomarā īmāna ānāra para kupharī karecha. tomādera madhye kona dalake kṣamā karaleo anya dalake śāsti deva- kāraṇa tārā aparādhī.’,tomara oyara pesa karara cesta kara na. tomara imana anara para kuphari karecha. tomadera madhye kona dalake ksama karaleo anya dalake sasti deva- karana tara aparadhi.’
9,67,"munāphika nara o munāphika nārī eke aparera anurūpa, tārā asat karmera nirdeśa deẏa evaṃ sat karma niṣedha kare, tārā hāta vaddha kare rākhe, tārā āllāhake bhule geche, phale tinio tāderake bhule gechena; niścaẏai munāphikarā pāpācārī.","munaphika nara o munaphika nari eke aparera anurupa, tara asat karmera nirdesa deya evam sat karma nisedha kare, tara hata vaddha kare rakhe, tara allahake bhule geche, phale tinio taderake bhule gechena; niscayai munaphikara papacari."
9,68,"munāphika nara, munāphika nārī o kāphiraderake āllāha pratiśra“ti diẏechena jāhānnāmera agnira, yethāẏa tārā sthāẏī have, eṭāi tādera janya yatheṣṭa evaṃ āllāha tāderake lā‘nata karechena evaṃ tādera janya raẏeche sthāẏī śāsti.","munaphika nara, munaphika nari o kaphiraderake allaha pratisra“ti diyechena jahannamera agnira, yethaya tara sthayi have, etai tadera janya yathesta evam allaha taderake la‘nata karechena evam tadera janya rayeche sthayi sasti."
