surah,ayah,latin_iast,latin_ascii
7,59,"āmi to nūhake tāra kaomera nikaṭa preraṇa karechi. ataḥpara se valeche, ‘he āmāra kaoma, tomarā āllāhara ivādāta kara. tini chār̤ā tomādera kona (satya) ilāha nei. niścaẏa āmi tomādera mahādinera āyāvera bhaẏa karachi’.","ami to nuhake tara kaomera nikata prerana karechi. atahpara se valeche, ‘he amara kaoma, tomara allahara ivadata kara. tini chara tomadera kona (satya) ilaha nei. niscaya ami tomadera mahadinera ayavera bhaya karachi’."
7,60,"tāra kaoma theke netṛvarga valala, ‘niścaẏa āmarā tomāke spaṣṭa bhrāntite dekhate pācchi’.","tara kaoma theke netrvarga valala, ‘niscaya amara tomake spasta bhrantite dekhate pacchi’."
7,61,"se valala, ‘he āmāra kaoma, āmāra madhye kona bhrānti nei; kintu āmi sakala sṛṣṭira ravera pakṣa theke rāsūla’.","se valala, ‘he amara kaoma, amara madhye kona bhranti nei; kintu ami sakala srstira ravera paksa theke rasula’."
7,62,"‘āmi tomādera nikaṭa pau~chācchi āmāra ravera risālātasamūha evaṃ tomādera kalyāṇa kāmanā karachi. āra āmi āllāhara kācha theke emana kichu jāni, yā tomarā jāna nā’.","‘ami tomadera nikata pau~chacchi amara ravera risalatasamuha evam tomadera kalyana kamana karachi. ara ami allahara kacha theke emana kichu jani, ya tomara jana na’."
7,63,"‘tomarā ki āścarya haccho ye, tomādera ravera pakṣa theke tomādera madhya theke eka vyaktira nikaṭa upadeśa eseche, yāte se tomāderake satarka kare, āra yāte tomarā tākaoẏā avalamvana kara evaṃ yāte tomarā rahamataprāpta hao’?","‘tomara ki ascarya haccho ye, tomadera ravera paksa theke tomadera madhya theke eka vyaktira nikata upadesa eseche, yate se tomaderake satarka kare, ara yate tomara takaoya avalamvana kara evam yate tomara rahamataprapta hao’y"
7,64,ataḥpara tārā tāke mithyāvādī valala. phale āmi tāke o tāra sāthe naukāẏa yārā chila tāderake rakṣā karalāma; āra yārā āmāra āẏātasamūhake asvīkāra karechila tāderake āmi ḍuviẏe dilāma. niścaẏa tārā chila andha kaoma.,atahpara tara take mithyavadi valala. phale ami take o tara sathe naukaya yara chila taderake raksa karalama; ara yara amara ayatasamuhake asvikara karechila taderake ami duviye dilama. niscaya tara chila andha kaoma.
7,65,"āra (preraṇa karalāma) āda jātira nikaṭa tādera bhāi hūdake. se valala, ‘he āmāra kaoma, tomarā āllāhara ivādāta kara. tini chār̤ā tomādera kona (satya) ilāha nei. tomarā ki tākaoẏā avalamvana karave nā’?","ara (prerana karalama) ada jatira nikata tadera bhai hudake. se valala, ‘he amara kaoma, tomara allahara ivadata kara. tini chara tomadera kona (satya) ilaha nei. tomara ki takaoya avalamvana karave na’y"
7,66,"tāra kaomera kāphira netṛvṛnda valala, ‘niścaẏa āmarā tomāke nirvuddhitāẏa dekhate pācchi evaṃ āmarā avaśyai tomāke mithyāvādīdera antarbhukta mane kari’.","tara kaomera kaphira netrvrnda valala, ‘niscaya amara tomake nirvuddhitaya dekhate pacchi evam amara avasyai tomake mithyavadidera antarbhukta mane kari’."
7,67,"se valala, ‘he āmāra kaoma, āmāra madhye kona nirvuddhitā nei; kintu āmi sakala sṛṣṭira ravera pakṣa theke rāsūla’.","se valala, ‘he amara kaoma, amara madhye kona nirvuddhita nei; kintu ami sakala srstira ravera paksa theke rasula’."
7,68,"‘āmi tomādera nikaṭa āmāra ravera risālātasamūha pau~chācchi, āra āmi tomādera janya kalyāṇakāmī viśvasta’.","‘ami tomadera nikata amara ravera risalatasamuha pau~chacchi, ara ami tomadera janya kalyanakami visvasta’."
7,69,"‘tomarā ki āścarya haccho ye, tomādera ravera pakṣa theke tomādera madhya theke eka vyaktira nikaṭa upadeśa eseche, yāte se tomāderake satarka kare? āra tomarā smaraṇa kara, yakhana tini tomāderake nūhera kaomera para sthalābhiṣikta karechilena evaṃ sṛṣṭite tomāderake daihika gaṭhana o śaktite samṛddha karechena. sutarāṃ tomarā smaraṇa kara āllāhara niāmatasamūhake, yāte tomarā saphalakāma hao’.","‘tomara ki ascarya haccho ye, tomadera ravera paksa theke tomadera madhya theke eka vyaktira nikata upadesa eseche, yate se tomaderake satarka karey ara tomara smarana kara, yakhana tini tomaderake nuhera kaomera para sthalabhisikta karechilena evam srstite tomaderake daihika gathana o saktite samrddha karechena. sutaram tomara smarana kara allahara niamatasamuhake, yate tomara saphalakama hao’."
7,70,"tārā valala, ‘tumi ki āmādera nikaṭa ejanya esecha ye, āmarā eka āllāhara ivādāta kari evaṃ tyāga kari āmādera pitṛpuruṣagaṇa yāra ivādāta karata? sutarāṃ tumi āmāderake ye oẏādā diccha, tā āmādera kāche niẏe eso, yadi tumi satyavādī hao’.","tara valala, ‘tumi ki amadera nikata ejanya esecha ye, amara eka allahara ivadata kari evam tyaga kari amadera pitrpurusagana yara ivadata karatay sutaram tumi amaderake ye oyada diccha, ta amadera kache niye eso, yadi tumi satyavadi hao’."
7,71,"se valala, ‘niścaẏa tomādera upara tomādera ravera pakṣa theke āyāva o krodha patita haẏeche. tomarā ki emana nāmasamūhera vyāpāre āmāra sāthe vivāda karacha, yāra nāmakaraṇa karecha tomarā o tomādera pitṛpuruṣarā, yāra vyāpāre āllāha kona pramāṇa nāyila karenani? sutarāṃ tomarā apekṣā kara. āmio tomādera sāthe apekṣā karachi’.","se valala, ‘niscaya tomadera upara tomadera ravera paksa theke ayava o krodha patita hayeche. tomara ki emana namasamuhera vyapare amara sathe vivada karacha, yara namakarana karecha tomara o tomadera pitrpurusara, yara vyapare allaha kona pramana nayila karenaniy sutaram tomara apeksa kara. amio tomadera sathe apeksa karachi’."
7,72,"ataḥpara āmi tāke o tāra sāthe yārā chila, tāderake āmāra pakṣa theke rahamata dvārā rakṣā karechi evaṃ tādera mūla keṭe diẏechi, yārā āmāra āẏātasamūha asvīkāra karechila. āra tārā mumina chila nā.","atahpara ami take o tara sathe yara chila, taderake amara paksa theke rahamata dvara raksa karechi evam tadera mula kete diyechi, yara amara ayatasamuha asvikara karechila. ara tara mumina chila na."
7,73,"āra sāmūdera nikaṭa (preraṇa karechi) tādera bhāi sālihake. se valala, ‘he āmāra kaoma, tomarā āllāhara ivādāta kara. tini chār̤ā tomādera kona (satya) ilāha nei. niścaẏa tomādera nikaṭa tomādera ravera pakṣa theke spaṣṭa pramāṇa eseche. eṭi āllāhara uṣṭrī, tomādera janya nidarśanasvarūpa. sutarāṃ tomarā tāke cher̤e dāo, se āllāhara yamīne āhāra karuka. āra tomarā tāke manda dvārā sparśa karo nā. tāhale tomāderake yantraṇādāẏaka āyāva pākar̤āo karave’.","ara samudera nikata (prerana karechi) tadera bhai salihake. se valala, ‘he amara kaoma, tomara allahara ivadata kara. tini chara tomadera kona (satya) ilaha nei. niscaya tomadera nikata tomadera ravera paksa theke spasta pramana eseche. eti allahara ustri, tomadera janya nidarsanasvarupa. sutaram tomara take chere dao, se allahara yamine ahara karuka. ara tomara take manda dvara sparsa karo na. tahale tomaderake yantranadayaka ayava pakarao karave’."
7,74,"āra smaraṇa kara, yakhana āda jātira para tini tomāderake sthalābhiṣikta karalena evaṃ tomāderake yamīne āvāsa dilena. tomarā tāra samatala bhūmite prāsāda nirmāṇa karacha evaṃ pāhār̤a keṭe vār̤i vānāccha. sutarāṃ tomarā āllāhara niāmatasamūhake smaraṇa kara evaṃ yamīne phāsādakārīrūpe ghure ver̤iẏo nā.","ara smarana kara, yakhana ada jatira para tini tomaderake sthalabhisikta karalena evam tomaderake yamine avasa dilena. tomara tara samatala bhumite prasada nirmana karacha evam pahara kete vari vanaccha. sutaram tomara allahara niamatasamuhake smarana kara evam yamine phasadakarirupe ghure veriyo na."
7,75,"tāra kaomera ahaṅkārī netṛvṛnda tādera sei muminaderake valala yāderake durvala mane karā hata, ‘tomarā ki jāna ye, sāliha tāra ravera pakṣa theke prerita’? tārā valala, ‘niścaẏa se yā niẏe prerita haẏeche, āmarā tāte viśvāsī’.","tara kaomera ahankari netrvrnda tadera sei muminaderake valala yaderake durvala mane kara hata, ‘tomara ki jana ye, saliha tara ravera paksa theke prerita’y tara valala, ‘niscaya se ya niye prerita hayeche, amara tate visvasi’."
7,76,"yārā ahaṅkāra karechila tārā valala, ‘niścaẏa tomarā yāra prati īmāna enecha, āmarā tāra prati asvīkārakārī’.","yara ahankara karechila tara valala, ‘niscaya tomara yara prati imana enecha, amara tara prati asvikarakari’."
7,77,"ataḥpara tārā uṣṭrīke yaveha karala evaṃ tādera ravera ādeśa amānya karala. āra tārā valala, ‘he sāliha, tumi āmāderake ye oẏādā diẏecha, tā āmādera kāche niẏe eso, yadi tumi rāsūladera antarbhukta haẏe thāka’.","atahpara tara ustrike yaveha karala evam tadera ravera adesa amanya karala. ara tara valala, ‘he saliha, tumi amaderake ye oyada diyecha, ta amadera kache niye eso, yadi tumi rasuladera antarbhukta haye thaka’."
7,78,"phale tāderake bhūmikampa pākar̤āo karala, tāi sakāle tārā tādera gṛhe upur̤a haẏe mare raila.","phale taderake bhumikampa pakarao karala, tai sakale tara tadera grhe upura haye mare raila."
7,79,"ataḥpara se tādera theke mukha phiriẏe nila evaṃ valala, ‘he āmāra kaoma, āmi to tomādera nikaṭa āmāra ravera risālāta pau~che diẏechi evaṃ tomādera janya kalyāṇa kāmanā karechi; kintu tomarā kalyāṇakāmīderake pachanda kara nā’.","atahpara se tadera theke mukha phiriye nila evam valala, ‘he amara kaoma, ami to tomadera nikata amara ravera risalata pau~che diyechi evam tomadera janya kalyana kamana karechi; kintu tomara kalyanakamiderake pachanda kara na’."
7,80,"āra (preraṇa karechi) lūtake. yakhana se tāra kaomake valala, ‘tomarā ki emana aślīla kāja karacha, yā tomādera pūrve sṛṣṭikulera keu kareni’?","ara (prerana karechi) lutake. yakhana se tara kaomake valala, ‘tomara ki emana aslila kaja karacha, ya tomadera purve srstikulera keu kareni’y"
7,81,"‘tomarā to nārīdera chār̤ā puruṣadera sāthe kāmanā pūrṇa karacha, varaṃ tomarā sīmālaṅghanakārī kaoma’.","‘tomara to naridera chara purusadera sathe kamana purna karacha, varam tomara simalanghanakari kaoma’."
7,82,"āra tāra kaomera uttara kevala ei chila ye, tārā valala, ‘tāderake tomarā tomādera janapada theke vera kare dāo. niścaẏa tārā emana loka, yārā ati pavitra hate cāẏa’.","ara tara kaomera uttara kevala ei chila ye, tara valala, ‘taderake tomara tomadera janapada theke vera kare dao. niscaya tara emana loka, yara ati pavitra hate caya’."
7,83,tāi āmi tāke o tāra parivārake rakṣā karalāma tāra strī chār̤ā. se chila pechane theke yāoẏā lokadera antarbhukta.,tai ami take o tara parivarake raksa karalama tara stri chara. se chila pechane theke yaoya lokadera antarbhukta.
7,84,"āra āmi tādera upara varṣaṇa karechilāma vṛṣṭi. sutarāṃ dekha, aparādhīdera pariṇati kirūpa chila.","ara ami tadera upara varsana karechilama vrsti. sutaram dekha, aparadhidera parinati kirupa chila."
7,85,"āra mādaiẏāne (preraṇa karechilāma) tādera bhāi śu‘āivake. se valala, ‘he āmāra kaoma, tomarā āllāhara ivādāta kara. tini chār̤ā tomādera kona (satya) ilāha nei. tomādera ravera pakṣa theke tomādera nikaṭa spaṣṭa pramāṇa eseche. sutarāṃ tomarā parimāṇe o ojane paripūrṇa dāo evaṃ mānuṣake tādera paṇye kama deve nā; āra tomarā yamīne phāsāda karave nā tā saṃśodhanera para. egulo tomādera janya uttama yadi tomarā mumina hao’.","ara madaiyane (prerana karechilama) tadera bhai su‘aivake. se valala, ‘he amara kaoma, tomara allahara ivadata kara. tini chara tomadera kona (satya) ilaha nei. tomadera ravera paksa theke tomadera nikata spasta pramana eseche. sutaram tomara parimane o ojane paripurna dao evam manusake tadera panye kama deve na; ara tomara yamine phasada karave na ta samsodhanera para. egulo tomadera janya uttama yadi tomara mumina hao’."
7,86,"‘āra yārā tā~ra prati īmāna eneche tāderake bhaẏa dekhāte, āllāhara patha theke vādhā dite evaṃ tāte vakratā anusandhāna karate tomarā pratiṭi pathe vase theko nā’. āra smaraṇa kara, yakhana tomarā chile kama, ataḥpara tini tomāderake adhika karechena evaṃ dekha, kirūpa haẏeche phāsādakārīdera pariṇati.","‘ara yara ta~ra prati imana eneche taderake bhaya dekhate, allahara patha theke vadha dite evam tate vakrata anusandhana karate tomara pratiti pathe vase theko na’. ara smarana kara, yakhana tomara chile kama, atahpara tini tomaderake adhika karechena evam dekha, kirupa hayeche phasadakaridera parinati."
7,87,"āmi yā niẏe prerita haẏechi, tāra prati yadi tomādera ekaṭi dala īmāna āne āra anya dala īmāna nā āne, tāhale dhairyadhāraṇa kara, yatakṣaṇa nā āllāha āmādera madhye phaẏasālā karena. āra tini uttama phaẏasālākārī.","ami ya niye prerita hayechi, tara prati yadi tomadera ekati dala imana ane ara anya dala imana na ane, tahale dhairyadharana kara, yataksana na allaha amadera madhye phayasala karena. ara tini uttama phayasalakari."
7,88,"tāra kaoma theke ye netṛvṛnda ahaṅkāra karechila tārā valala, ‘he śu‘āiva, āmarā tomāke o tomāra sāthe yārā īmāna eneche tāderake avaśyai āmādera janapada theke vera kare deva athavā tomarā āmādera dharme phire āsave.’ se valala, ‘yadio āmarā tā apachanda kari tavuo?’","tara kaoma theke ye netrvrnda ahankara karechila tara valala, ‘he su‘aiva, amara tomake o tomara sathe yara imana eneche taderake avasyai amadera janapada theke vera kare deva athava tomara amadera dharme phire asave.’ se valala, ‘yadio amara ta apachanda kari tavuoy’"
7,89,"āmarā to āllāhara prati mithyāropa karalāma yadi āmarā tomādera dharme phire yāi- sei dharma theke āllāha āmāderake nājāta deẏāra para. āra āmādera janya ucita have nā tāte phire yāoẏā. tave āmādera rava āllāha cāile (seṭā bhinna kathā). āmādera rava jñāna dvārā sava kichu parivyāpta kare āchena. āllāharai upara āmarā tāoẏākkula kari. he āmādera rava, āmādera o āmādera kaomera madhye yathārtha phaẏasālā kare dina. āra āpani śreṣṭha phaẏasālākārī.","amara to allahara prati mithyaropa karalama yadi amara tomadera dharme phire yai- sei dharma theke allaha amaderake najata deyara para. ara amadera janya ucita have na tate phire yaoya. tave amadera rava allaha caile (seta bhinna katha). amadera rava jnana dvara sava kichu parivyapta kare achena. allaharai upara amara taoyakkula kari. he amadera rava, amadera o amadera kaomera madhye yathartha phayasala kare dina. ara apani srestha phayasalakari."
7,90,"āra tāra kaoma theke ye netṛvṛnda kupharī karechila tārā valala, ‘yadi tomarā śu‘āivake anusaraṇa kara tāhale niścaẏa tomarā kṣatigrasta have.’","ara tara kaoma theke ye netrvrnda kuphari karechila tara valala, ‘yadi tomara su‘aivake anusarana kara tahale niscaya tomara ksatigrasta have.’"
7,91,ataḥpara bhūmikampa tādera pākar̤āo karala. tārapara tārā tādera gṛhe upur̤a haẏe mare raila.,atahpara bhumikampa tadera pakarao karala. tarapara tara tadera grhe upura haye mare raila.
7,92,"yārā śu‘āivake mithyāvādī valechila, mane haẏa yena tārā sekhāne vasavāsai kareni. yārā śu‘āivake mithyāvādī valechila tārāi chila kṣatigrasta.","yara su‘aivake mithyavadi valechila, mane haya yena tara sekhane vasavasai kareni. yara su‘aivake mithyavadi valechila tarai chila ksatigrasta."
7,93,"ataḥpara se tādera theke mukha phiriẏe nila evaṃ valala, he āmāra kaoma, āmi to tomādera kāche āmāra ravera risālātera dāẏitva pau~che diẏechi evaṃ tomādera janya kalyāṇa kāmanā karechi. sutarāṃ āmi kībhāve kāphira jātira vyāpāre duḥkha karava!","atahpara se tadera theke mukha phiriye nila evam valala, he amara kaoma, ami to tomadera kache amara ravera risalatera dayitva pau~che diyechi evam tomadera janya kalyana kamana karechi. sutaram ami kibhave kaphira jatira vyapare duhkha karava!"
7,94,"ye janapadei āmi navī preraṇa karechi, tāra adhivāsīke āmi artha-saṃkaṭa o duḥkha-kaṣṭa dvārā pākar̤āo karechi, yena tārā anunaẏa vinaẏa kare.","ye janapadei ami navi prerana karechi, tara adhivasike ami artha-samkata o duhkha-kasta dvara pakarao karechi, yena tara anunaya vinaya kare."
7,95,"tārapara āmi manda avasthāke bhāla avasthā dvārā vadale diẏechi. avaśeṣe tārā prācurya lābha kareche evaṃ valeche, ‘āmādera vāpa-dādāderakeo durdaśā o ānanda sparśa kareche.’ ataḥpara āmi tāderake haṭhāt pākar̤āo karechi emanabhāve ye, tārā upalavdhio karate pāreni.","tarapara ami manda avasthake bhala avastha dvara vadale diyechi. avasese tara pracurya labha kareche evam valeche, ‘amadera vapa-dadaderakeo durdasa o ananda sparsa kareche.’ atahpara ami taderake hathat pakarao karechi emanabhave ye, tara upalavdhio karate pareni."
7,96,āra yadi janapadasamūhera adhivāsīrā īmāna ānata evaṃ tākaoẏā avalamvana karata tāhale āmi avaśyai āsamāna o yamīna theke varakatasamūha tādera upara khule ditāma; kintu tārā asvīkāra karala. ataḥpara tārā yā arjana karata tāra kāraṇe āmi tāderake pākar̤āo karalāma.,ara yadi janapadasamuhera adhivasira imana anata evam takaoya avalamvana karata tahale ami avasyai asamana o yamina theke varakatasamuha tadera upara khule ditama; kintu tara asvikara karala. atahpara tara ya arjana karata tara karane ami taderake pakarao karalama.
7,97,janapadagulora adhivāsīrā ki rātera velā tādera kāche āmāra āyāva ese yāoẏā theke nirāpada haẏe giẏeche yakhana tārā ghumiẏe thākave?,janapadagulora adhivasira ki ratera vela tadera kache amara ayava ese yaoya theke nirapada haye giyeche yakhana tara ghumiye thakavey
7,98,athavā janapadagulora adhivāsīrā ki dviprahare tādera kāche āmāra āyāva ese yāoẏā theke nirāpada haẏe giẏeche yakhana tārā khelā-dhulā karate thākave?,athava janapadagulora adhivasira ki dviprahare tadera kache amara ayava ese yaoya theke nirapada haye giyeche yakhana tara khela-dhula karate thakavey
7,99,tārā ki āllāhara kauśala theke nirāpada haẏe giẏeche? vastuta kṣatigrasta kaoma chār̤ā āllāhara kauśala theke āra keu (nijaderake) nirāpada mane kare nā.,tara ki allahara kausala theke nirapada haye giyechey vastuta ksatigrasta kaoma chara allahara kausala theke ara keu (nijaderake) nirapada mane kare na.
7,100,"yamīnera adhivāsīdera (cale yāvāra) para yārā tāra uttarādhikārī haẏa, tādera kāche ki e kathā pariṣkāra haẏani ye, āmi yadi cāi, tādera pāpera kāraṇe tāderake śāsti dite pāri? āra āmi mohara mere dei tādera hṛdaẏe. ataḥpara tārā śone nā.","yaminera adhivasidera (cale yavara) para yara tara uttaradhikari haya, tadera kache ki e katha pariskara hayani ye, ami yadi cai, tadera papera karane taderake sasti dite pariy ara ami mohara mere dei tadera hrdaye. atahpara tara sone na."
7,101,"e hala se sava janapada, yāra kichu kāhinī āmi tomāra kāche varṇanā karachi. āra tādera kāche to spaṣṭa pramāṇādisaha tādera rāsūlagaṇa esechila. kintu yā tārā pūrve asvīkāra karechila tāra prati tārā īmāna ānāra chila nā. emanibhāve āllāha kāphiradera antare mohara mere dena.","e hala se sava janapada, yara kichu kahini ami tomara kache varnana karachi. ara tadera kache to spasta pramanadisaha tadera rasulagana esechila. kintu ya tara purve asvikara karechila tara prati tara imana anara chila na. emanibhave allaha kaphiradera antare mohara mere dena."
7,102,āra tādera adhikāṃśa lokake āmi aṅgīkāra rakṣākārī pāini. varaṃ tādera adhikāṃśake āmi phāsika-i peẏechi.,ara tadera adhikamsa lokake ami angikara raksakari paini. varam tadera adhikamsake ami phasika-i peyechi.
7,103,"ataḥpara tādera pare āmi mūsāke āmāra āẏātasamūha sahakāre phira‘āuna o tāra sabhāsadadera kāche pāṭhiẏechi. ataḥpara tārā era sāthe yulama kareche. sutarāṃ lakṣya kara, phāsādakārīdera pariṇāma kīrūpa haẏechila.","atahpara tadera pare ami musake amara ayatasamuha sahakare phira‘auna o tara sabhasadadera kache pathiyechi. atahpara tara era sathe yulama kareche. sutaram laksya kara, phasadakaridera parinama kirupa hayechila."
7,104,"mūsā valala, ‘he phira‘āuna, āmi to sakala sṛṣṭira ravera pakṣa theke rāsūla.’","musa valala, ‘he phira‘auna, ami to sakala srstira ravera paksa theke rasula.’"
7,105,"samīcīna ye, āmi āllāha samparke satya chār̤ā valava nā. āmi tomādera ravera nikaṭa theke spaṣṭa pramāṇa niẏe tomādera kāche esechi. sutarāṃ tumi vanī isarāīlake āmāra sāthe pāṭhiẏe dāo.’","samicina ye, ami allaha samparke satya chara valava na. ami tomadera ravera nikata theke spasta pramana niye tomadera kache esechi. sutaram tumi vani isarailake amara sathe pathiye dao.’"
7,106,"se valala, ‘tumi yadi kona āẏāta niẏe āsa tave tā peśa kara, yadi tumi satyavādīdera antarbhukta hao.’","se valala, ‘tumi yadi kona ayata niye asa tave ta pesa kara, yadi tumi satyavadidera antarbhukta hao.’"
7,107,takhana se cher̤e dila tāra lāṭhi. tatkṣaṇāt tā eka spaṣṭa ajagara haẏe gela.,takhana se chere dila tara lathi. tatksanat ta eka spasta ajagara haye gela.
7,108,"āra se vera karala tāra hāta, tatkṣaṇāt tā darśakadera kāche dhavadhave sādā (dekhācchila).","ara se vera karala tara hata, tatksanat ta darsakadera kache dhavadhave sada (dekhacchila)."
7,109,"phira‘āunera kaomera sabhāsadarā valala, ‘niścaẏa e hala vijña yādukara.’","phira‘aunera kaomera sabhasadara valala, ‘niscaya e hala vijna yadukara.’"
7,110,"‘se tomāderake tomādera deśa theke vera karate cāẏa, sutarāṃ tomarā kī nirdeśa deve?’","‘se tomaderake tomadera desa theke vera karate caya, sutaram tomara ki nirdesa devey’"
7,111,"tārā valala, ‘āpani tāke o tāra bhāike suyoga dina evaṃ śaharagulote saṃgrahakārī pāṭhiẏe dina.’","tara valala, ‘apani take o tara bhaike suyoga dina evam saharagulote samgrahakari pathiye dina.’"
7,112,‘tārā āpanāra kāche sakala vijña yādukarake niẏe āsave.’,‘tara apanara kache sakala vijna yadukarake niye asave.’
7,113,"āra yādukararā phira‘āunera kāche āsala. tārā valala, ‘niścaẏa āmādera janya pāriśramika āche, yadi āmarā vijaẏī hai?’","ara yadukarara phira‘aunera kache asala. tara valala, ‘niscaya amadera janya parisramika ache, yadi amara vijayi haiy’"
7,114,"se valala, ‘hyā~, āra avaśyai tomarā āmāra ghaniṣṭha lokadera antarbhukta have.’","se valala, ‘hya~, ara avasyai tomara amara ghanistha lokadera antarbhukta have.’"
7,115,"tārā valala, ‘he mūsā, haẏa tumi nikṣepa karave, naẏato āmarāi nikṣepa karava.’","tara valala, ‘he musa, haya tumi niksepa karave, nayato amarai niksepa karava.’"
7,116,"se valala, ‘tomarā nikṣepa kara.’ ataḥpara yakhana tārā nikṣepa karala takhana tārā lokadera cokhe yādu karala evaṃ tāderake bhīta kare tulala. tārā var̤a yādu pradarśana karala.","se valala, ‘tomara niksepa kara.’ atahpara yakhana tara niksepa karala takhana tara lokadera cokhe yadu karala evam taderake bhita kare tulala. tara vara yadu pradarsana karala."
7,117,"āra āmi mūsāra prati ohī pāṭhālāma ye, ‘tumi tomāra lāṭhi cher̤e dāo’ tatkṣaṇāt se gilate lāgala segulike ye alīka vastu tārā vāniẏechila.","ara ami musara prati ohi pathalama ye, ‘tumi tomara lathi chere dao’ tatksanat se gilate lagala segulike ye alika vastu tara vaniyechila."
7,118,phale satya prakāśa haẏe gela evaṃ tārā yā kichu karachila tā vātila haẏe gela.,phale satya prakasa haye gela evam tara ya kichu karachila ta vatila haye gela.
7,119,tāi sekhāne tārā parājita hala evaṃ lāñchita haẏe gela.,tai sekhane tara parajita hala evam lanchita haye gela.
7,120,āra yādukararā sijadāẏa par̤e gela.,ara yadukarara sijadaya pare gela.
7,121,"tārā valala, ‘āmarā sakala sṛṣṭira ravera prati īmāna ānalāma,","tara valala, ‘amara sakala srstira ravera prati imana analama,"
7,122,mūsā o hārūnera ravera prati.’,musa o harunera ravera prati.’
7,123,"phira‘āuna valala, ‘āmi tomāderake anumati deẏāra āge tomarā tāra prati īmāna ānale! niścaẏa eṭā emana eka cakrānta yā tomarā śahare karecha sekhāna theke tāra adhivāsīderake vera karāra janya. sutarāṃ tomarā acirei jānate pārave.’","phira‘auna valala, ‘ami tomaderake anumati deyara age tomara tara prati imana anale! niscaya eta emana eka cakranta ya tomara sahare karecha sekhana theke tara adhivasiderake vera karara janya. sutaram tomara acirei janate parave.’"
7,124,āmi avaśyai tomādera hāta o pā viparīta dika theke keṭe deva. tārapara avaśyai tomādera savāike śūle car̤āva.’,ami avasyai tomadera hata o pa viparita dika theke kete deva. tarapara avasyai tomadera savaike sule carava.’
7,125,"tārā valala, ‘niścaẏa āmarā āmādera ravera kāche pratyāvartana karava.","tara valala, ‘niscaya amara amadera ravera kache pratyavartana karava."
7,126,"āra tumi āmādera theke pratiśodha grahaṇa karacha śudhu e kāraṇe ye, āmarā āmādera ravera āẏātasamūhera prati īmāna enechi, yakhana tā āmādera kāche eseche. he āmādera rava, āmāderake paripūrṇa dhairya dāna karuna evaṃ musalima hisāve āmāderake mṛtyu dāna karuna.’","ara tumi amadera theke pratisodha grahana karacha sudhu e karane ye, amara amadera ravera ayatasamuhera prati imana enechi, yakhana ta amadera kache eseche. he amadera rava, amaderake paripurna dhairya dana karuna evam musalima hisave amaderake mrtyu dana karuna.’"
7,127,"āra phira‘āunera kaomera sabhāsadagaṇa valala, ‘āpani ki mūsā o tāra kaomake cher̤e devena yāte tārā yamīne phāsāda kare evaṃ āpanāke o āpanāra upāsyaguloke varjana kare?’ se valala, ‘āmarā atisatvara tādera chelederake hatyā karava āra meẏederake jīvita rākhava. āra niścaẏa āmarā tādera upara kṣamatāvāna.’","ara phira‘aunera kaomera sabhasadagana valala, ‘apani ki musa o tara kaomake chere devena yate tara yamine phasada kare evam apanake o apanara upasyaguloke varjana karey’ se valala, ‘amara atisatvara tadera chelederake hatya karava ara meyederake jivita rakhava. ara niscaya amara tadera upara ksamatavana.’"
7,128,"mūsā tāra kaomake valala, ‘āllāhara kāche sāhāyya cāo evaṃ dhairya dhāraṇa kara. niścaẏa yamīna āllāhara. tā~ra vāndādera madhye yāke tini cāna tāke tāra uttarādhikārī vāniẏe dena. āra pariṇāma muttākīdera janya.’","musa tara kaomake valala, ‘allahara kache sahayya cao evam dhairya dharana kara. niscaya yamina allahara. ta~ra vandadera madhye yake tini cana take tara uttaradhikari vaniye dena. ara parinama muttakidera janya.’"
7,129,"tārā valala, ‘tumi āmādera kāche āsāra pūrve āmāderake kaṣṭa deẏā haẏeche evaṃ tumi āmādera kāche āsāra pareo.’ se valala, ‘āśā karā yāẏa, tomādera rava tomādera śatruke dhvaṃsa karavena evaṃ yamīne tomāderake sthalābhiṣikta karavena, ataḥpara tini dekhavena tomarā kībhāve āmala kara.’","tara valala, ‘tumi amadera kache asara purve amaderake kasta deya hayeche evam tumi amadera kache asara pareo.’ se valala, ‘asa kara yaya, tomadera rava tomadera satruke dhvamsa karavena evam yamine tomaderake sthalabhisikta karavena, atahpara tini dekhavena tomara kibhave amala kara.’"
7,130,"āra āmi pākar̤āo karechi phira‘āunera anusārīderake durbhikṣa o phala- phalādira kṣaẏa-kṣatira mādhyame, yāte tārā upadeśa grahaṇa kare.","ara ami pakarao karechi phira‘aunera anusariderake durbhiksa o phala- phaladira ksaya-ksatira madhyame, yate tara upadesa grahana kare."
7,131,"ataḥpara yakhana tādera kāche kalyāṇa āsata, takhana tārā valata, ‘eṭā āmādera janya.’ āra yakhana tādera kāche akalyāṇa pau~chata takhana tārā mūsā o tāra saṅgīderake aśubhalakṣuṇe mane karata. tādera kalyāṇa-akalyāṇa to āllāhara kāche. kintu tādera adhikāṃśa jāne nā.","atahpara yakhana tadera kache kalyana asata, takhana tara valata, ‘eta amadera janya.’ ara yakhana tadera kache akalyana pau~chata takhana tara musa o tara sangiderake asubhalaksune mane karata. tadera kalyana-akalyana to allahara kache. kintu tadera adhikamsa jane na."
