key,surah,ayah,word,latin_iast,latin_ascii
2:31:10,2,31,10,''āmāke avahita karo,''amake avahita karo
2:31:11,2,31,11,nāma samparke,nama samparke
2:31:12,2,31,12,esavera,esavera
2:31:13,2,31,13,yadi,yadi
2:31:14,2,31,14,tomarā hao,tomara hao
2:31:15,2,31,15,satyavādī'',satyavadi''
2:31:16,2,31,16,(31),(31)
2:32:1,2,32,1,tārā valechila,tara valechila
2:32:2,2,32,2,''āpani pavitra,''apani pavitra
2:32:3,2,32,3,nā (āche),na (ache)
2:32:4,2,32,4,jñāna,jnana
2:32:5,2,32,5,āmādera,amadera
2:32:6,2,32,6,echār̤ā,echara
2:32:7,2,32,7,yā,ya
2:32:8,2,32,8,āmādera āpani śikhiẏechena,amadera apani sikhiyechena
2:32:9,2,32,9,niścaẏai āpani,niscayai apani
2:32:10,2,32,10,āpanii,apanii
2:32:11,2,32,11,mahājñānī,mahajnani
2:32:12,2,32,12,mahāvijña,mahavijna
2:32:13,2,32,13,(32),(32)
2:33:1,2,33,1,tini valalena,tini valalena
2:33:2,2,33,2,''he ādama,''he adama
2:33:3,2,33,3,tāderake avahita karo,taderake avahita karo
2:33:4,2,33,4,tādera nāmagulo samparke'',tadera namagulo samparke''
2:33:5,2,33,5,ataḥpara yakhana,atahpara yakhana
2:33:6,2,33,6,se tāderake avahita karala,se taderake avahita karala
2:33:7,2,33,7,tādera nāmagulo,tadera namagulo
2:33:8,2,33,8,tini valalena,tini valalena
2:33:9,2,33,9,''āmi ki,''ami ki
2:33:10,2,33,10,vali ni,vali ni
2:33:11,2,33,11,tomāderake,tomaderake
2:33:12,2,33,12,niścaẏai,niscayai
2:33:13,2,33,13,āmi jāni,ami jani
2:33:14,2,33,14,adṛśyake,adrsyake
2:33:15,2,33,15,ākāśa samūhera,akasa samuhera
2:33:16,2,33,16,o pāṛthivīra,o parthivira
2:33:17,2,33,17,evaṃ āmi jāni,evam ami jani
2:33:18,2,33,18,yā,ya
2:33:19,2,33,19,tomarā prakāśa kara,tomara prakasa kara
2:33:20,2,33,20,o yā,o ya
2:33:21,2,33,21,tomarā,tomara
2:33:22,2,33,22,gopana karo'',gopana karo''
2:33:23,2,33,23,(33),(33)
2:34:1,2,34,1,evaṃ yakhana,evam yakhana
2:34:2,2,34,2,āmarā valechilāma,amara valechilama
2:34:3,2,34,3,phereśatāderake,pheresataderake
2:34:4,2,34,4,''tomarā sijadā karo,''tomara sijada karo
2:34:5,2,34,5,ādamake'',adamake''
2:34:6,2,34,6,takhana tārā sijadā karala,takhana tara sijada karala
2:34:7,2,34,7,vyatīta,vyatita
2:34:8,2,34,8,ivalisa,ivalisa
2:34:9,2,34,9,se amānya karala,se amanya karala
2:34:10,2,34,10,"o ahaṃkāra karala,","o ahamkara karala,"
2:34:11,2,34,11,evaṃ se hala,evam se hala
2:34:12,2,34,12,antarbhukta,antarbhukta
2:34:13,2,34,13,kāphiradera,kaphiradera
2:34:14,2,34,14,(34),(34)
2:35:1,2,35,1,"evaṃ āmarā valalāma,","evam amara valalama,"
2:35:2,2,35,2,''he ādama,''he adama
2:35:3,2,35,3,vasavāsa karo,vasavasa karo
2:35:4,2,35,4,tumi,tumi
2:35:5,2,35,5,o tomāra strī,o tomara stri
2:35:6,2,35,6,jānnāte,jannate
2:35:7,2,35,7,evaṃ dujane khāo,evam dujane khao
2:35:8,2,35,8,tā hate,ta hate
2:35:9,2,35,9,svācchande,svacchande
2:35:10,2,35,10,yekhāna theke,yekhana theke
2:35:11,2,35,11,tomarā dujane cāo;,tomara dujane cao;
2:35:12,2,35,12,evaṃ nā,evam na
2:35:13,2,35,13,dujane nikaṭe yeẏo,dujane nikate yeyo
2:35:14,2,35,14,ei,ei
2:35:15,2,35,15,gāchera,gachera
2:35:16,2,35,16,ataḥpara tomarā dujane have,atahpara tomara dujane have
2:35:17,2,35,17,antarbhukta,antarbhukta
2:35:18,2,35,18,sīmālaṅghanakārīdera'',simalanghanakaridera''
2:35:19,2,35,19,(35),(35)
2:36:1,2,36,1,tāderake erapara padasthalana ghaṭāla,taderake erapara padasthalana ghatala
2:36:2,2,36,2,śaẏatāna,sayatana
2:36:3,2,36,3,"tā hate,","ta hate,"
2:36:4,2,36,4,tādera dujanake ataḥpara vera karala,tadera dujanake atahpara vera karala
2:36:5,2,36,5,sekhāna theke,sekhana theke
2:36:6,2,36,6,dujane chila,dujane chila
2:36:7,2,36,7,yāra madhye,yara madhye
2:36:8,2,36,8,"evaṃ āmarā valalāma,","evam amara valalama,"
2:36:9,2,36,9,''tomarā neme yāo (ekhāna theke),''tomara neme yao (ekhana theke)
2:36:10,2,36,10,tomādera eke,tomadera eke
2:36:11,2,36,11,aparera janye,aparera janye
2:36:12,2,36,12,śatru,satru
2:36:13,2,36,13,evaṃ tomādera janye,evam tomadera janye
2:36:14,2,36,14,madhye (thākave),madhye (thakave)
2:36:15,2,36,15,pṛthivīra,prthivira
2:36:16,2,36,16,avasthāna (kichu kālera),avasthana (kichu kalera)
2:36:17,2,36,17,o jīvana sāmagrī,o jivana samagri
2:36:18,2,36,18,paryanta,paryanta
2:36:19,2,36,19,ekaṭā nirdiṣṭa samaẏa'',ekata nirdista samaya''
2:36:20,2,36,20,(36),(36)
2:37:1,2,37,1,takhana śikhe nila,takhana sikhe nila
2:37:2,2,37,2,ādama,adama
2:37:3,2,37,3,nikaṭa hate,nikata hate
2:37:4,2,37,4,tāra ravera,tara ravera
2:37:5,2,37,5,kichu vāṇī (o kṣamā cāila),kichu vani (o ksama caila)
2:37:6,2,37,6,phale tini kṣamā karalena,phale tini ksama karalena
2:37:7,2,37,7,tāke,take
2:37:8,2,37,8,niścaẏai tini,niscayai tini
2:37:9,2,37,9,tinii,tinii
2:37:10,2,37,10,var̤a kṣamāśīla,vara ksamasila
2:37:11,2,37,11,parama daẏālu,parama dayalu
2:37:12,2,37,12,(37),(37)
2:38:1,2,38,1,"āmarā valalāma,","amara valalama,"
2:38:2,2,38,2,''tomarā nāmo,''tomara namo
2:38:3,2,38,3,ekhāna theke,ekhana theke
2:38:4,2,38,4,savāi,savai
2:38:5,2,38,5,ataḥpara yakhana,atahpara yakhana
2:38:6,2,38,6,tomādera kāche āsave avaśyai,tomadera kache asave avasyai
2:38:7,2,38,7,āmāra pakṣa hate,amara paksa hate
2:38:8,2,38,8,pathanirdeśanā,pathanirdesana
2:38:9,2,38,9,takhana ye,takhana ye
2:38:10,2,38,10,anusaraṇa karave,anusarana karave
2:38:11,2,38,11,āmāra pathanirdeśanā,amara pathanirdesana
2:38:12,2,38,12,ataḥpara nei,atahpara nei
2:38:13,2,38,13,kono bhaẏa,kono bhaya
2:38:14,2,38,14,tādera janye,tadera janye
2:38:15,2,38,15,evaṃ nā,evam na
2:38:16,2,38,16,tārā,tara
2:38:17,2,38,17,duḥkhita have,duhkhita have
2:38:18,2,38,18,(38),(38)
2:39:1,2,39,1,evaṃ yārā,evam yara
2:39:2,2,39,2,aviśvāsa karave,avisvasa karave
2:39:3,2,39,3,o mithyā mane karave,o mithya mane karave
2:39:4,2,39,4,āmāra nidarśanasamūhake,amara nidarsanasamuhake
2:39:5,2,39,5,tārā,tara
2:39:6,2,39,6,adhivāsī (have),adhivasi (have)
2:39:7,2,39,7,(jāhānnāmera) āgunera,(jahannamera) agunera
2:39:8,2,39,8,tārā,tara
2:39:9,2,39,9,tāra madhye,tara madhye
2:39:10,2,39,10,cirasthāẏī have'',cirasthayi have''
2:39:11,2,39,11,(39),(39)
2:40:1,2,40,1,he santāna,he santana
2:40:2,2,40,2,isarāīlera,isarailera
2:40:3,2,40,3,tomarā smaraṇa karo,tomara smarana karo
2:40:4,2,40,4,āmāra neẏāmatera,amara neyamatera
2:40:5,2,40,5,yā,ya
2:40:6,2,40,6,āmi neẏāmata diẏechi,ami neyamata diyechi
2:40:7,2,40,7,tomādera upara,tomadera upara
2:40:8,2,40,8,evaṃ tomarā pūrṇa karo,evam tomara purna karo
2:40:9,2,40,9,āmāra (kāche kṛta) pratiśruti,amara (kache krta) pratisruti
2:40:10,2,40,10,āmi pūrṇa kara,ami purna kara
2:40:11,2,40,11,tomādera (kāche kṛta) pratiśruti;,tomadera (kache krta) pratisruti;
2:40:12,2,40,12,evaṃ śudhu āmākei,evam sudhu amakei
2:40:13,2,40,13,tomarā bhaẏa karo,tomara bhaya karo
2:40:14,2,40,14,(40),(40)
2:41:1,2,41,1,evaṃ tomarā īmāna āno,evam tomara imana ano
2:41:2,2,41,2,ai viṣaẏe yā,ai visaye ya
2:41:3,2,41,3,āmi avatīrṇa karechi,ami avatirna karechi
2:41:4,2,41,4,samarthanakārī,samarthanakari
2:41:5,2,41,5,tāra yā,tara ya
2:41:6,2,41,6,tomādera sāthe āche,tomadera sathe ache
2:41:7,2,41,7,evaṃ nā,evam na
2:41:8,2,41,8,tomarā haẏo,tomara hayo
2:41:9,2,41,9,prathama,prathama
2:41:10,2,41,10,asvīkārakārī,asvikarakari
2:41:11,2,41,11,tāra prati,tara prati
2:41:12,2,41,12,evaṃ nā,evam na
2:41:13,2,41,13,tomarā vikraẏa karo,tomara vikraya karo
2:41:14,2,41,14,āmāra āẏātera vinimaẏe,amara ayatera vinimaye
2:41:15,2,41,15,mūlye,mulye
2:41:16,2,41,16,sāmānya,samanya
2:41:17,2,41,17,evaṃ śudhu āmākei,evam sudhu amakei
2:41:18,2,41,18,ataeva tomarā bhaẏa karo,ataeva tomara bhaya karo
2:41:19,2,41,19,(41),(41)
2:42:1,2,42,1,evaṃ nā,evam na
2:42:2,2,42,2,tomarā miśraṇa karo,tomara misrana karo
2:42:3,2,42,3,satyake,satyake
2:42:4,2,42,4,asatyera sāthe,asatyera sathe
2:42:5,2,42,5,evaṃ tomarā lukāve (nā),evam tomara lukave (na)
2:42:6,2,42,6,satyake,satyake
2:42:7,2,42,7,ematāvasthāẏa ye tomarā,ematavasthaya ye tomara
2:42:8,2,42,8,jāna,jana
2:42:9,2,42,9,(42),(42)
2:43:1,2,43,1,evaṃ tomarā pratiṣṭhā karo,evam tomara pratistha karo
2:43:2,2,43,2,sālāta,salata
2:43:3,2,43,3,o tomarā dāo,o tomara dao
2:43:4,2,43,4,yākāta,yakata
2:43:5,2,43,5,evaṃ tomarā ruku karo,evam tomara ruku karo
2:43:6,2,43,6,sāthe,sathe
2:43:7,2,43,7,rukukārīdera,rukukaridera
2:43:8,2,43,8,(43),(43)
2:44:1,2,44,1,tomarā nirdeśa diccha ki,tomara nirdesa diccha ki
2:44:2,2,44,2,mānuṣadera,manusadera
2:44:3,2,44,3,satkājera,satkajera
2:44:4,2,44,4,āra tomarā bhule yāccha,ara tomara bhule yaccha
2:44:5,2,44,5,tomādera nijederake,tomadera nijederake
2:44:6,2,44,6,athaca tomarā,athaca tomara
2:44:7,2,44,7,tilāoẏāta kara,tilaoyata kara
2:44:8,2,44,8,kitāva,kitava
2:44:9,2,44,9,nā tave ki,na tave ki
2:44:10,2,44,10,tomarā vujha,tomara vujha
2:44:11,2,44,11,(44),(44)
2:45:1,2,45,1,evaṃ tomarā sāhāyya cāo,evam tomara sahayya cao
2:45:2,2,45,2,dhairyera mādhyame,dhairyera madhyame
2:45:3,2,45,3,o sālātera (mādhyame),o salatera (madhyame)
2:45:4,2,45,4,evaṃ tā niścaẏai,evam ta niscayai
2:45:5,2,45,5,var̤a (kaṭhina) avaśyai,vara (kathina) avasyai
2:45:6,2,45,6,tave,tave
2:45:7,2,45,7,upara,upara
2:45:8,2,45,8,vinītadera (kaṭhina naẏa),vinitadera (kathina naya)
2:45:9,2,45,9,(45),(45)
2:46:1,2,46,1,yārā,yara
2:46:2,2,46,2,viśvāsa kare,visvasa kare
2:46:3,2,46,3,tārā niścaẏai,tara niscayai
2:46:4,2,46,4,sākṣātakārī,saksatakari
2:46:5,2,46,5,tādera ravera sāthe,tadera ravera sathe
2:46:6,2,46,6,evaṃ tārā niścaẏai,evam tara niscayai
2:46:7,2,46,7,tā~rai dike,ta~rai dike
2:46:8,2,46,8,pratyāvartanakārī,pratyavartanakari
2:46:9,2,46,9,(46),(46)
2:47:1,2,47,1,he santāna,he santana
2:47:2,2,47,2,isarāilera,isarailera
2:47:3,2,47,3,tomarā smaraṇa karo,tomara smarana karo
2:47:4,2,47,4,āmāra neẏāmatake,amara neyamatake
2:47:5,2,47,5,yā,ya
2:47:6,2,47,6,āmi neẏāmata diẏechi,ami neyamata diyechi
2:47:7,2,47,7,tomādera upara,tomadera upara
2:47:8,2,47,8,evaṃ āmi,evam ami
2:47:9,2,47,9,tomāderake śreṣṭhatva diẏechi,tomaderake sresthatva diyechi
2:47:10,2,47,10,upara,upara
2:47:11,2,47,11,viśvavāsīra,visvavasira
2:47:12,2,47,12,(47),(47)
2:48:1,2,48,1,evaṃ tomarā bhaẏa karo,evam tomara bhaya karo
2:48:2,2,48,2,se dinake,se dinake
2:48:3,2,48,3,(yakhana) nā,(yakhana) na
2:48:4,2,48,4,kāje āsave,kaje asave
2:48:5,2,48,5,kono vyakti,kono vyakti
2:48:6,2,48,6,janye,janye
2:48:7,2,48,7,(anyakona)vyāktira,(anyakona)vyaktira
2:48:8,2,48,8,kichui (mātrao),kichui (matrao)
2:48:9,2,48,9,evaṃ nā,evam na
2:48:10,2,48,10,grahaṇa karā have,grahana kara have
2:48:11,2,48,11,tāra theke,tara theke
2:48:12,2,48,12,kono supāriśa,kono suparisa
2:48:13,2,48,13,āra nā,ara na
2:48:14,2,48,14,neoẏā have,neoya have
2:48:15,2,48,15,tāra theke,tara theke
2:48:16,2,48,16,kono vinimaẏa,kono vinimaya
2:48:17,2,48,17,evaṃ nā,evam na
2:48:18,2,48,18,tādera,tadera
2:48:19,2,48,19,sāhāyya karā have,sahayya kara have
2:48:20,2,48,20,(48),(48)
2:49:1,2,49,1,evaṃ (smaraṇa karo) yakhana,evam (smarana karo) yakhana
2:49:2,2,49,2,tomāderake mukti diẏechilāma,tomaderake mukti diyechilama
2:49:3,2,49,3,hate,hate
2:49:4,2,49,4,sampradāẏera,sampradayera
2:49:5,2,49,5,phirāunera,phiraunera
2:49:6,2,49,6,tomāderake tārā yantraṇā dita,tomaderake tara yantrana dita
2:49:7,2,49,7,nikṛṣṭa,nikrsta
2:49:8,2,49,8,yantraṇā,yantrana
2:49:9,2,49,9,tārā javāi karata,tara javai karata
2:49:10,2,49,10,tomādera chele santānadera,tomadera chele santanadera
2:49:11,2,49,11,evaṃ jīvita rākhata,evam jivita rakhata
2:49:12,2,49,12,tomādera kanyā santānadera,tomadera kanya santanadera
2:49:13,2,49,13,evaṃ madhye (chila),evam madhye (chila)
2:49:14,2,49,14,era,era
2:49:15,2,49,15,parīkṣā,pariksa
2:49:16,2,49,16,pakṣa hate,paksa hate
2:49:17,2,49,17,tomādera ravera,tomadera ravera
2:49:18,2,49,18,kaṭhina,kathina
2:49:19,2,49,19,(49),(49)
2:50:1,2,50,1,evaṃ (smaraṇa karo) yakhana,evam (smarana karo) yakhana
2:50:2,2,50,2,āmarā vibhakta karechilāma,amara vibhakta karechilama
2:50:3,2,50,3,tomādera (janye),tomadera (janye)
2:50:4,2,50,4,sāgarake,sagarake
2:50:5,2,50,5,erapara āmarā uddhāra karechilāma,erapara amara uddhara karechilama
2:50:6,2,50,6,evaṃ āmarā ḍuviẏe diẏechilāma,evam amara duviye diyechilama
2:50:7,2,50,7,sampradāẏake,sampradayake
2:50:8,2,50,8,pherāūnera,pheraunera
2:50:9,2,50,9,ematāvasthāẏa tomarā,ematavasthaya tomara
2:50:10,2,50,10,dekhachile,dekhachile
2:50:11,2,50,11,(50),(50)
2:51:1,2,51,1,evaṃ yakhana,evam yakhana
2:51:2,2,51,2,nirdhārita karechilāma,nirdharita karechilama
2:51:3,2,51,3,mūsāra janye,musara janye
2:51:4,2,51,4,calliśa,callisa
2:51:5,2,51,5,rāta,rata
2:51:6,2,51,6,erapara,erapara
2:51:7,2,51,7,tomarā grahaṇa karechile,tomara grahana karechile
2:51:8,2,51,8,garura vāchurake (upāsyarūpe),garura vachurake (upasyarupe)
2:51:9,2,51,9,tāra,tara
2:51:10,2,51,10,pare,pare
2:51:11,2,51,11,yakhana tomarā,yakhana tomara
2:51:12,2,51,12,sīmālaṅghaṅkārī (chile),simalanghankari (chile)
2:51:13,2,51,13,(51),(51)
2:52:1,2,52,1,ataḥpara,atahpara
2:52:2,2,52,2,āmarā kṣamā karechilāma,amara ksama karechilama
2:52:3,2,52,3,tomādera prati,tomadera prati
2:52:4,2,52,4,(theke),(theke)
2:52:5,2,52,5,pareo,pareo
2:52:6,2,52,6,era,era
2:52:7,2,52,7,yena tomarā,yena tomara
2:52:8,2,52,8,kṛtajñatā prakāśa kara,krtajnata prakasa kara
2:52:9,2,52,9,(52),(52)
2:53:1,2,53,1,evaṃ (smaraṇa karo) yakhana,evam (smarana karo) yakhana
2:53:2,2,53,2,āmarā diẏechilāma,amara diyechilama
2:53:3,2,53,3,musāke,musake
2:53:4,2,53,4,kitāva,kitava
2:53:5,2,53,5,evaṃ phurakāna,evam phurakana
2:53:6,2,53,6,tomarā yena,tomara yena
2:53:7,2,53,7,saṭhika patha prāpta hao,sathika patha prapta hao
2:53:8,2,53,8,(53),(53)
2:54:1,2,54,1,evaṃ (smaraṇa karo) yakhana,evam (smarana karo) yakhana
2:54:2,2,54,2,valechila,valechila
2:54:3,2,54,3,musā,musa
2:54:4,2,54,4,tāra jātira uddyeśe,tara jatira uddyese
2:54:5,2,54,5,''he āmāra jāti,''he amara jati
2:54:6,2,54,6,tomarā niścaẏai,tomara niscayai
2:54:7,2,54,7,tomarā atyācāra karecha,tomara atyacara karecha
2:54:8,2,54,8,tomādera nijedera (upara),tomadera nijedera (upara)
2:54:9,2,54,9,tomādera grahaṇa karāra mādhyame,tomadera grahana karara madhyame
2:54:10,2,54,10,go vāchurake (upāsyarūpe),go vachurake (upasyarupe)
2:54:11,2,54,11,sutarāṃ tomarā phire esa,sutaram tomara phire esa
2:54:12,2,54,12,dike,dike
2:54:13,2,54,13,tomādera sṛṣṭikartāra,tomadera srstikartara
2:54:14,2,54,14,erapara tomarā prāṇa saṃhāra karo,erapara tomara prana samhara karo
2:54:15,2,54,15,tomādera (aparādhī) lokaderake,tomadera (aparadhi) lokaderake
2:54:16,2,54,16,eṭāi,etai
2:54:17,2,54,17,uttama,uttama
2:54:18,2,54,18,tomādera janye,tomadera janye
2:54:19,2,54,19,kāche,kache
2:54:20,2,54,20,tomādera sraṣṭāra'',tomadera srastara''
2:54:21,2,54,21,tini takhana kṣamā karalena,tini takhana ksama karalena
2:54:22,2,54,22,tomāderake,tomaderake
2:54:23,2,54,23,tini niścaẏai,tini niscayai
2:54:24,2,54,24,tinii,tinii
2:54:25,2,54,25,atīva kṣamāśīla,ativa ksamasila
2:54:26,2,54,26,parama daẏālu,parama dayalu
2:54:27,2,54,27,(54),(54)
2:55:1,2,55,1,evaṃ smaraṇa kara yakhana,evam smarana kara yakhana
2:55:2,2,55,2,tomarā valechile,tomara valechile
2:55:3,2,55,3,''he musā,''he musa
2:55:4,2,55,4,kakhanao,kakhanao
2:55:5,2,55,5,āmarā īmāna ānava,amara imana anava
2:55:6,2,55,6,tomāra upara,tomara upara
2:55:7,2,55,7,yatakṣaṇa nā,yataksana na
2:55:8,2,55,8,āmarā dekhava,amara dekhava
2:55:9,2,55,9,āllāhake,allahake
2:55:10,2,55,10,prakāśyabhāve'',prakasyabhave''
2:55:11,2,55,11,phale tomāderake dharechila,phale tomaderake dharechila
2:55:12,2,55,12,vajrapāta,vajrapata
2:55:13,2,55,13,e avasthāẏa ye tomarā,e avasthaya ye tomara
2:55:14,2,55,14,dekhachile,dekhachile
2:55:15,2,55,15,(55),(55)
2:56:1,2,56,1,erapara,erapara
2:56:2,2,56,2,tomādera āmarā āvāra jīvita karalāma,tomadera amara avara jivita karalama
2:56:3,2,56,3,(theke),(theke)
2:56:4,2,56,4,pare,pare
2:56:5,2,56,5,tomādera mṛtyura,tomadera mrtyura
2:56:6,2,56,6,yena tomarā,yena tomara
2:56:7,2,56,7,kṛtajñatā prakāśa kara,krtajnata prakasa kara
2:56:8,2,56,8,(56),(56)
2:57:1,2,57,1,evaṃ āmarā chāẏā diẏechilāma,evam amara chaya diyechilama
2:57:2,2,57,2,tomādera upara,tomadera upara
2:57:3,2,57,3,meghera,meghera
2:57:4,2,57,4,evaṃ āmarā pāṭhiẏechilāma,evam amara pathiyechilama
2:57:5,2,57,5,tomādera kāche,tomadera kache
2:57:6,2,57,6,mānnā,manna
2:57:7,2,57,7,o sālaoẏā,o salaoya
2:57:8,2,57,8,''(valechilāma) tomarā khāo,''(valechilama) tomara khao
2:57:9,2,57,9,hate,hate
2:57:10,2,57,10,pavitra (khādya),pavitra (khadya)
2:57:11,2,57,11,yā,ya
2:57:12,2,57,12,tomāderake āmarā jīvikā diẏechi'',tomaderake amara jivika diyechi''
2:57:13,2,57,13,evaṃ nā,evam na
2:57:14,2,57,14,āmādera (upara) tārā avicāra kareche,amadera (upara) tara avicara kareche
2:57:15,2,57,15,kintu,kintu
2:57:16,2,57,16,tārā chila,tara chila
2:57:17,2,57,17,tādera nijedera (upara),tadera nijedera (upara)
2:57:18,2,57,18,avicāra karata,avicara karata
2:57:19,2,57,19,(57),(57)
2:58:1,2,58,1,evaṃ smaraṇa karo yakhana,evam smarana karo yakhana
2:58:2,2,58,2,āmarā valechilāma,amara valechilama
2:58:3,2,58,3,''tomarā praveśa kara,''tomara pravesa kara
2:58:4,2,58,4,ei,ei
2:58:5,2,58,5,nagarīte,nagarite
2:58:6,2,58,6,tomarā khāo,tomara khao
2:58:7,2,58,7,tā hate,ta hate
2:58:8,2,58,8,yebhāve,yebhave
2:58:9,2,58,9,tomarā yāo,tomara yao
2:58:10,2,58,10,svānande,svanande
2:58:11,2,58,11,evaṃ tomarā praveśa karo,evam tomara pravesa karo
2:58:12,2,58,12,(nagara) darajāẏa,(nagara) darajaya
2:58:13,2,58,13,sijadā avanata haẏe,sijada avanata haye
2:58:14,2,58,14,evaṃ tomarā valo,evam tomara valo
2:58:15,2,58,15,''kṣamāra kathā,''ksamara katha
2:58:16,2,58,16,kṣamā karavo āmarā,ksama karavo amara
2:58:17,2,58,17,tomādera prati,tomadera prati
2:58:18,2,58,18,tomādera truṭiguloke,tomadera trutiguloke
2:58:19,2,58,19,evaṃ acirei (anugraha) vār̤iẏe diva,evam acirei (anugraha) variye diva
2:58:20,2,58,20,satkarmaśīladerake'',satkarmasiladerake''
2:58:21,2,58,21,(58),(58)
2:59:1,2,59,1,kintu parivartana karala,kintu parivartana karala
2:59:2,2,59,2,yārā,yara
2:59:3,2,59,3,sīmālaṅghana karechila,simalanghana karechila
2:59:4,2,59,4,kathā,katha
2:59:5,2,59,5,anya kichu,anya kichu
2:59:6,2,59,6,(tā hate) yā,(ta hate) ya
2:59:7,2,59,7,valā haẏechila,vala hayechila
2:59:8,2,59,8,tādera uddeśye,tadera uddesye
2:59:9,2,59,9,āmarā tāi avatīrṇa karalāma,amara tai avatirna karalama
2:59:10,2,59,10,(tādera) upara,(tadera) upara
2:59:11,2,59,11,yārā,yara
2:59:12,2,59,12,sīmālaṅghana karechila,simalanghana karechila
2:59:13,2,59,13,śāsti,sasti
2:59:14,2,59,14,theke,theke
2:59:15,2,59,15,ākāśa,akasa
2:59:16,2,59,16,e kāraṇe yā,e karane ya
2:59:17,2,59,17,tārā chila,tara chila
2:59:18,2,59,18,tārā satyatyāga kare,tara satyatyaga kare
2:59:19,2,59,19,(59),(59)
2:60:1,2,60,1,evaṃ smaraṇa karo yakhana,evam smarana karo yakhana
2:60:2,2,60,2,pāni cāila,pani caila
2:60:3,2,60,3,musā,musa
2:60:4,2,60,4,tāra jātira janya,tara jatira janya
2:60:5,2,60,5,takhana āmarā valechilāma,takhana amara valechilama
2:60:6,2,60,6,''āghāta kara,''aghata kara
2:60:7,2,60,7,tomāra lāṭhi diẏe,tomara lathi diye
2:60:8,2,60,8,pāthare'',pathare''
2:60:9,2,60,9,phale pheṭe vera hala,phale phete vera hala
2:60:10,2,60,10,tā theke,ta theke
2:60:11,2,60,11,vāraṭi,varati
2:60:12,2,60,12,(daśa),(dasa)
2:60:13,2,60,13,jharṇā,jharna
2:60:14,2,60,14,niścaẏai,niscayai
2:60:15,2,60,15,cine nila,cine nila
2:60:16,2,60,16,pratyeka,pratyeka
2:60:17,2,60,17,(gotrera) mānuṣa,(gotrera) manusa
2:60:18,2,60,18,tādera pāni pānera sthāna,tadera pani panera sthana
2:60:19,2,60,19,''(valā hala) tomarā khāo,''(vala hala) tomara khao
2:60:20,2,60,20,o tomarā pāna karo,o tomara pana karo
2:60:21,2,60,21,theke,theke
2:60:22,2,60,22,jīvikā,jivika
2:60:23,2,60,23,āllāhra (deẏā),allahra (deya)
2:60:24,2,60,24,evaṃ nā,evam na
2:60:25,2,60,25,tomarā viparyaẏa sṛṣṭi karo,tomara viparyaya srsti karo
2:60:26,2,60,26,madhye,madhye
2:60:27,2,60,27,pṛthivīra,prthivira
2:60:28,2,60,28,viparyaẏa sṛṣṭikārī haẏe'',viparyaya srstikari haye''
2:60:29,2,60,29,(60),(60)
2:61:1,2,61,1,evaṃ (smaraṇa karo),evam (smarana karo)
2:61:2,2,61,2,valechile tomarā,valechile tomara
2:61:3,2,61,3,''he musā,''he musa
2:61:4,2,61,4,kakhanao nā,kakhanao na
2:61:5,2,61,5,āmarā dhairya dharate pārava,amara dhairya dharate parava
2:61:6,2,61,6,upara,upara
2:61:7,2,61,7,khānāra,khanara
2:61:8,2,61,8,ekai (dharaṇera),ekai (dharanera)
2:61:9,2,61,9,tāi duā karo,tai dua karo
2:61:10,2,61,10,āmādera janya,amadera janya
2:61:11,2,61,11,tomāra ravera kāche,tomara ravera kache
2:61:12,2,61,12,(yena) vera karena tini,(yena) vera karena tini
2:61:13,2,61,13,āmādera janya,amadera janya
2:61:14,2,61,14,tāhate yā,tahate ya
2:61:15,2,61,15,utpādana kare,utpadana kare
2:61:16,2,61,16,māṭi,mati
2:61:17,2,61,17,arthāt,arthat
2:61:18,2,61,18,tāra śākasavaji,tara sakasavaji
2:61:19,2,61,19,o tāra śaśā kākur̤a,o tara sasa kakura
2:61:20,2,61,20,o tāra gama (vā rasuna),o tara gama (va rasuna)
2:61:21,2,61,21,o tāra muśura ḍāla,o tara musura dala
2:61:22,2,61,22,o tāra peẏāja (ityādi)'',o tara peyaja (ityadi)''
2:61:23,2,61,23,tini valalena,tini valalena
2:61:24,2,61,24,''ki tomarā parivartana karate cāo,''ki tomara parivartana karate cao
2:61:25,2,61,25,tāi,tai
2:61:26,2,61,26,yā,ya
2:61:27,2,61,27,nagaṇya jiniṣa,naganya jinisa
2:61:28,2,61,28,seṭāra parivarte,setara parivarte
2:61:29,2,61,29,yā,ya
2:61:30,2,61,30,uttama,uttama
2:61:31,2,61,31,(tāhale) tomarā nāmo,(tahale) tomara namo
2:61:32,2,61,32,(kono) śahare,(kono) sahare
2:61:33,2,61,33,ataḥpara niścaẏai,atahpara niscayai
2:61:34,2,61,34,tomādera janya (pāve),tomadera janya (pave)
2:61:35,2,61,35,yā,ya
2:61:36,2,61,36,tomarā ceẏecha'',tomara ceyecha''
2:61:37,2,61,37,evaṃ āpatita halo,evam apatita halo
2:61:38,2,61,38,tādera upara,tadera upara
2:61:39,2,61,39,apamāna,apamana
2:61:40,2,61,40,o anaṭana,o anatana
2:61:41,2,61,41,evaṃ pariveṣṭita hala tārā,evam parivestita hala tara
2:61:42,2,61,42,rāgera,ragera
2:61:43,2,61,43,pakṣa hate,paksa hate
2:61:44,2,61,44,āllāhra,allahra
2:61:45,2,61,45,eṭā,eta
2:61:46,2,61,46,e kāraṇe ye tārā,e karane ye tara
